# Data file generated by gp_save.m
# 
0	-115.54	-115.01	-114.85	-112.65	-111.75	-111.44	-108.42	-106.75	-106.19	-100.02
5.3833	-109.52	-108.99	-108.83	-106.63	-105.73	-105.42	-102.4	-100.73	-100.17	-94.008
10.767	-109.53	-108.99	-108.83	-106.64	-105.74	-105.43	-102.42	-100.74	-100.18	-94.022
16.15	-109.54	-109	-108.84	-106.66	-105.75	-105.44	-102.45	-100.76	-100.2	-94.046
21.533	-109.56	-109.01	-108.85	-106.69	-105.77	-105.45	-102.49	-100.79	-100.22	-94.08
26.917	-109.58	-109.03	-108.86	-106.73	-105.79	-105.46	-102.55	-100.82	-100.25	-94.123
32.3	-109.61	-109.05	-108.87	-106.77	-105.82	-105.48	-102.61	-100.87	-100.28	-94.175
37.683	-109.65	-109.07	-108.89	-106.82	-105.85	-105.51	-102.69	-100.92	-100.33	-94.236
43.066	-109.69	-109.09	-108.9	-106.88	-105.88	-105.53	-102.78	-100.97	-100.37	-94.305
48.45	-109.73	-109.12	-108.93	-106.95	-105.92	-105.56	-102.87	-101.04	-100.43	-94.383
53.833	-109.78	-109.15	-108.95	-107.02	-105.97	-105.6	-102.98	-101.11	-100.49	-94.469
59.216	-109.83	-109.18	-108.97	-107.1	-106.02	-105.63	-103.1	-101.18	-100.55	-94.563
64.6	-109.89	-109.22	-109	-107.19	-106.07	-105.67	-103.22	-101.27	-100.62	-94.664
69.983	-109.96	-109.26	-109.03	-107.28	-106.13	-105.72	-103.35	-101.35	-100.7	-94.772
75.366	-110.03	-109.3	-109.06	-107.38	-106.19	-105.76	-103.49	-101.45	-100.78	-94.886
80.75	-110.1	-109.34	-109.1	-107.48	-106.25	-105.81	-103.63	-101.55	-100.87	-95.005
86.133	-110.18	-109.39	-109.13	-107.59	-106.32	-105.87	-103.78	-101.65	-100.96	-95.13
91.516	-110.26	-109.44	-109.17	-107.7	-106.39	-105.92	-103.93	-101.76	-101.06	-95.259
96.899	-110.34	-109.5	-109.22	-107.82	-106.47	-105.98	-104.08	-101.87	-101.16	-95.392
102.28	-110.43	-109.55	-109.26	-107.94	-106.55	-106.04	-104.23	-101.98	-101.26	-95.528
107.67	-110.52	-109.61	-109.31	-108.07	-106.63	-106.11	-104.39	-102.09	-101.38	-95.666
113.05	-110.62	-109.67	-109.35	-108.19	-106.71	-106.18	-104.54	-102.21	-101.49	-95.806
118.43	-110.71	-109.74	-109.41	-108.32	-106.8	-106.25	-104.69	-102.33	-101.61	-95.946
123.82	-110.81	-109.8	-109.46	-108.45	-106.89	-106.33	-104.83	-102.45	-101.73	-96.086
129.2	-110.91	-109.87	-109.51	-108.58	-106.98	-106.41	-104.98	-102.57	-101.85	-96.226
134.58	-111.02	-109.94	-109.57	-108.71	-107.08	-106.49	-105.11	-102.69	-101.98	-96.364
139.97	-111.12	-110.01	-109.63	-108.84	-107.17	-106.57	-105.24	-102.81	-102.11	-96.5
145.35	-111.23	-110.09	-109.69	-108.97	-107.27	-106.66	-105.37	-102.92	-102.24	-96.633
150.73	-111.34	-110.17	-109.76	-109.1	-107.37	-106.75	-105.48	-103.04	-102.37	-96.763
156.12	-111.45	-110.24	-109.82	-109.22	-107.46	-106.84	-105.59	-103.15	-102.51	-96.889
161.5	-111.55	-110.32	-109.89	-109.34	-107.56	-106.93	-105.69	-103.26	-102.64	-97.011
166.88	-111.66	-110.4	-109.96	-109.46	-107.66	-107.03	-105.79	-103.37	-102.78	-97.129
172.27	-111.77	-110.49	-110.03	-109.57	-107.76	-107.12	-105.88	-103.48	-102.91	-97.242
177.65	-111.88	-110.57	-110.1	-109.68	-107.86	-107.22	-105.96	-103.58	-103.04	-97.35
183.03	-111.98	-110.65	-110.18	-109.78	-107.96	-107.33	-106.04	-103.68	-103.18	-97.454
188.42	-112.08	-110.74	-110.26	-109.88	-108.06	-107.43	-106.11	-103.78	-103.31	-97.554
193.8	-112.18	-110.83	-110.34	-109.97	-108.16	-107.54	-106.18	-103.87	-103.43	-97.649
199.18	-112.28	-110.91	-110.42	-110.06	-108.25	-107.64	-106.25	-103.96	-103.56	-97.74
204.57	-112.38	-111	-110.5	-110.14	-108.35	-107.75	-106.31	-104.05	-103.68	-97.827
209.95	-112.47	-111.09	-110.59	-110.22	-108.44	-107.86	-106.38	-104.14	-103.81	-97.911
215.33	-112.56	-111.18	-110.67	-110.29	-108.54	-107.97	-106.44	-104.22	-103.92	-97.992
220.72	-112.65	-111.26	-110.76	-110.36	-108.63	-108.08	-106.5	-104.3	-104.04	-98.071
226.1	-112.73	-111.35	-110.85	-110.42	-108.71	-108.19	-106.56	-104.38	-104.15	-98.147
231.48	-112.81	-111.44	-110.94	-110.48	-108.8	-108.31	-106.61	-104.46	-104.25	-98.222
236.87	-112.89	-111.53	-111.03	-110.53	-108.88	-108.42	-106.67	-104.54	-104.35	-98.296
