# Data file generated by gp_save.m
# 
0	-115.54	-115.02	-114.84	-112.67	-111.75	-111.44	-108.43	-106.74	-106.18	-100.01
5.3833	-109.52	-109	-108.82	-106.65	-105.74	-105.42	-102.41	-100.72	-100.17	-93.991
10.767	-109.53	-109	-108.82	-106.66	-105.74	-105.43	-102.43	-100.73	-100.18	-94.005
16.15	-109.54	-109.01	-108.83	-106.68	-105.75	-105.44	-102.46	-100.75	-100.19	-94.029
21.533	-109.56	-109.02	-108.84	-106.71	-105.77	-105.45	-102.5	-100.78	-100.21	-94.062
26.917	-109.58	-109.04	-108.85	-106.75	-105.79	-105.46	-102.56	-100.81	-100.24	-94.105
32.3	-109.61	-109.05	-108.86	-106.79	-105.82	-105.48	-102.62	-100.86	-100.28	-94.157
37.683	-109.64	-109.08	-108.88	-106.84	-105.85	-105.51	-102.7	-100.91	-100.32	-94.218
43.066	-109.68	-109.1	-108.89	-106.9	-105.88	-105.53	-102.78	-100.96	-100.37	-94.287
48.45	-109.73	-109.13	-108.91	-106.97	-105.92	-105.56	-102.88	-101.03	-100.42	-94.365
53.833	-109.78	-109.16	-108.94	-107.04	-105.97	-105.59	-102.99	-101.1	-100.48	-94.45
59.216	-109.83	-109.19	-108.96	-107.12	-106.02	-105.63	-103.1	-101.17	-100.54	-94.544
64.6	-109.89	-109.23	-108.99	-107.2	-106.07	-105.67	-103.23	-101.26	-100.61	-94.645
69.983	-109.96	-109.26	-109.02	-107.3	-106.13	-105.71	-103.36	-101.34	-100.69	-94.752
75.366	-110.02	-109.31	-109.05	-107.39	-106.19	-105.76	-103.49	-101.44	-100.77	-94.866
80.75	-110.1	-109.35	-109.09	-107.5	-106.25	-105.81	-103.64	-101.54	-100.86	-94.985
86.133	-110.17	-109.4	-109.12	-107.61	-106.32	-105.86	-103.78	-101.64	-100.95	-95.11
91.516	-110.25	-109.45	-109.16	-107.72	-106.39	-105.92	-103.93	-101.74	-101.05	-95.239
96.899	-110.34	-109.5	-109.2	-107.84	-106.47	-105.98	-104.09	-101.85	-101.15	-95.371
102.28	-110.43	-109.56	-109.25	-107.96	-106.54	-106.04	-104.24	-101.97	-101.25	-95.507
