# Data file generated by gp_save.m
# 
-1.75	0	-1.5	0	-1.25	0	-1	0	-0.75	0	-0.25	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.7454	0.099892	-1.4917	0.099658	-1.2366	0.099101	-0.97924	0.097822	-0.71853	0.09492	-0.18279	0.074043	0.091467	0.040421	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.7407	0.19978	-1.4835	0.19932	-1.2232	0.1982	-0.95849	0.19564	-0.68707	0.18984	-0.11557	0.14809	0.18293	0.080842	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.7361	0.29968	-1.4752	0.29897	-1.2099	0.2973	-0.93773	0.29347	-0.6556	0.28476	-0.048361	0.22213	0.2744	0.12126	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.7314	0.39957	-1.467	0.39863	-1.1965	0.3964	-0.91698	0.39129	-0.62413	0.37968	0.018852	0.29617	0.36587	0.16168	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.7268	0.49946	-1.4587	0.49829	-1.1831	0.4955	-0.89622	0.48911	-0.59267	0.4746	0.086066	0.37022	0.45733	0.2021	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.7221	0.59935	-1.4504	0.59795	-1.1697	0.59461	-0.87546	0.58693	-0.5612	0.56952	0.15328	0.44426	0.5488	0.24253	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.7175	0.69925	-1.4422	0.69761	-1.1563	0.69371	-0.85471	0.68476	-0.52973	0.66444	0.22049	0.5183	0.64027	0.28295	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.7129	0.79914	-1.4339	0.79727	-1.143	0.79281	-0.83395	0.78258	-0.49827	0.75936	0.2877	0.59235	0.73173	0.32337	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.7082	0.89903	-1.4256	0.89692	-1.1296	0.89191	-0.8132	0.8804	-0.4668	0.85428	0.35492	0.66639	0.8232	0.36379	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.7036	0.99892	-1.4174	0.99658	-1.1162	0.99101	-0.79244	0.97822	-0.43533	0.9492	0.42213	0.74043	0.91467	0.40421	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-1.6989	1.0988	-1.4091	1.0962	-1.1028	1.0901	-0.77168	1.076	-0.40387	1.0441	0.48934	0.81448	1.0061	0.44463	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
