# Data file generated by gp_save_table.m
# pairwise differences of ratings vs Ref
	"IRs"	"Med."	"1st Q"	"3rd Q."	"CI Med. low"	"CI Med. high"	"p-value (H0: = 0)"	"p-value (H0: >= 0)"	"p-value (H0: <= 0)"	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	
"Ref"	brs/brs_posx0.00_posy0.00_ref_corrected.wav	0.000000	0.000000	0.000000	0.000000	0.000000	1.027142	0.513571	0.513571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
"Anchor"	brs/brs_posx0.00_posy0.00_anchor_corrected.wav	1.000000	0.960905	1.000000	0.965021	1.000000	0.000001	1.000000	0.000000	1.000000	0.917695	1.000000	0.997942	1.000000	0.995885	0.446502	1.000000	1.000000	0.993827	1.000000	0.965021	0.866255	1.000000	0.946502	0.948560	1.000000	0.995885	1.000000	1.000000	1.000000	
"WFS"	brs/brs_posx0.00_posy0.00_circular_nls0056_dls3.00_wfs_corrected.wav	0.738683	0.566358	0.846708	0.598765	0.843621	0.000003	0.999999	0.000001	0.724280	0.469136	0.738683	0.831276	0.271605	0.971193	-0.255144	0.740741	0.843621	0.012346	0.855967	0.296296	0.625514	0.800412	0.598765	0.888889	0.711934	0.995885	0.722222	1.000000	0.765432	
"NFC-HOA 27R"	brs/brs_posx0.00_posy0.00_circular_nls0056_dls3.00_nfchoa_M27_rect_corrected.wav	0.000000	-0.000514	0.010802	0.000000	0.010288	0.373725	0.822292	0.186862	0.010288	0.004115	0.000000	-0.002058	0.006173	0.000000	-0.547325	0.016461	0.000000	-0.006173	0.082305	-0.034979	0.012346	0.026749	-0.032922	0.043210	0.000000	0.006173	0.000000	0.000000	0.000000	
"LWFS-VSS 1024 30"	brs/brs_posx0.00_posy0.00_circular_nls0056_dls3.00_lwfs-vss_circular_nvs1024_dvs0.60_wfs_corrected.wav	0.187243	0.020062	0.355453	0.020576	0.331276	0.000852	0.999640	0.000426	0.055556	-0.053498	0.187243	0.197531	0.020576	0.432099	-0.483539	0.211934	0.537037	-0.006173	0.687243	0.006173	0.102881	0.427984	0.248971	0.670782	0.331276	0.018519	0.055556	0.234568	0.076132	
"LWFS-VSS 1024 45"	brs/brs_posx0.00_posy0.00_circular_nls0056_dls3.00_lwfs-vss_circular_nvs1024_dvs0.90_wfs_corrected.wav	0.018519	0.000000	0.111111	0.000000	0.104938	0.008010	0.996449	0.004005	0.037037	0.275720	0.104938	0.014403	0.012346	0.323045	-0.524691	0.008230	0.034979	-0.004115	0.191358	0.028807	0.016461	0.129630	0.000000	-0.051440	0.144033	0.018519	0.086420	0.000000	0.000000	
"LWFS-SBL 1024 27M"	brs/brs_posx0.00_posy0.00_circular_nls0056_dls3.00_lwfs-sbl_M27_max-rE_npw1024_corrected.wav	0.141975	0.056070	0.283436	0.059671	0.277778	0.000426	0.999823	0.000213	0.160494	0.102881	0.141975	0.078189	0.045267	0.183128	-0.512346	0.100823	0.199588	-0.006173	0.395062	0.059671	0.039095	0.172840	0.074074	0.777778	0.300412	0.728395	0.277778	0.483539	0.004115	
"LWFS-SBL 1024 19R"	brs/brs_posx0.00_posy0.00_circular_nls0056_dls3.00_lwfs-sbl_M19_rect_npw1024_corrected.wav	0.022634	-0.000514	0.045782	0.000000	0.045267	0.035056	0.985493	0.017528	0.045267	-0.028807	0.000000	-0.002058	0.006173	0.047325	-0.547325	0.049383	0.026749	-0.006173	0.022634	-0.020576	0.039095	0.055556	0.043210	0.185185	0.000000	0.024691	0.146091	0.000000	0.004115	
