# Data file generated by gp_save.m
# 
0.01	-0.64656	9.3489	18.897	18.016
0.010723	-0.94944	9.0454	18.526	17.41
0.011498	-1.2523	8.7417	18.144	16.804
0.012328	-1.5552	8.438	17.751	16.198
0.013219	-1.858	8.1341	17.344	15.592
0.014175	-2.1609	7.8301	16.922	14.985
0.015199	-2.4637	7.5259	16.482	14.379
0.016298	-2.7665	7.2215	16.021	13.773
0.017475	-3.0693	6.9169	15.537	13.167
0.018738	-3.3721	6.6121	15.027	12.561
0.020092	-3.6748	6.3069	14.485	11.955
0.021544	-3.9776	6.0014	13.909	11.349
0.023101	-4.2803	5.6956	13.293	10.743
0.024771	-4.583	5.3893	12.632	10.137
0.026561	-4.8857	5.0824	11.92	9.531
0.02848	-5.1883	4.775	11.153	8.9249
0.030539	-5.491	4.4668	10.325	8.3188
0.032745	-5.7982	4.1534	9.4382	7.7128
0.035112	-6.1008	3.8435	8.482	7.1067
0.037649	-6.4034	3.5326	7.466	6.5007
0.04037	-6.7059	3.2205	6.4048	5.8946
0.043288	-7.0084	2.9069	5.3265	5.2885
0.046416	-7.3109	2.5917	4.2767	4.6825
0.04977	-7.6133	2.2746	3.3143	4.0764
0.053367	-7.9158	1.9554	2.4967	3.4703
0.057224	-8.2181	1.6337	1.8532	2.8643
0.061359	-8.5205	1.3091	1.3661	2.2582
0.065793	-8.8352	0.96973	0.97069	1.6522
0.070548	-9.1375	0.63814	0.60966	1.0461
0.075646	-9.4397	0.30218	0.22429	0.44005
0.081113	-9.742	-0.038828	-0.2136	-0.16602
0.086975	-10.044	-0.38564	-0.70623	-0.77208
0.09326	-10.351	-0.74281	-1.241	-1.3781
0.1	-10.653	-1.1039	-1.8089	-1.9842
0.10723	-10.955	-1.4738	-2.4087	-2.5903
0.11498	-11.257	-1.8539	-3.0434	-3.1963
0.12328	-11.572	-2.2549	-3.7029	-3.8024
0.13219	-11.874	-2.6598	-4.3726	-4.4084
0.14175	-12.176	-3.0801	-5.0325	-5.0145
0.15199	-12.478	-3.5183	-5.6744	-5.6206
0.16298	-12.785	-3.9786	-6.2922	-6.2266
0.17475	-13.088	-4.4604	-6.8825	-6.8327
0.18738	-13.402	-4.974	-7.4585	-7.4387
0.20092	-13.705	-5.5125	-8.0336	-8.0448
0.21544	-14.012	-6.0858	-8.6219	-8.6509
0.23101	-14.315	-6.6987	-9.2321	-9.2569
0.24771	-14.63	-7.3564	-9.8562	-9.863
0.26561	-14.933	-8.0638	-10.481	-10.469
0.2848	-15.242	-8.8245	-11.091	-11.075
0.30539	-15.546	-9.6497	-11.685	-11.681
0.32745	-15.863	-10.531	-12.279	-12.287
0.35112	-16.172	-11.481	-12.885	-12.893
0.37649	-16.491	-12.483	-13.502	-13.499
0.4037	-16.802	-13.542	-14.112	-14.105
0.43288	-17.122	-14.611	-14.711	-14.711
0.46416	-17.435	-15.673	-15.313	-15.318
0.4977	-17.758	-16.645	-15.925	-15.924
0.53367	-18.074	-17.493	-16.532	-16.53
0.57224	-18.4	-18.161	-17.133	-17.136
0.61359	-18.733	-18.675	-17.743	-17.742
0.65793	-19.056	-19.075	-18.349	-18.348
0.70548	-19.39	-19.433	-18.952	-18.954
0.75646	-19.732	-19.812	-19.561	-19.56
0.81113	-20.077	-20.24	-20.165	-20.166
0.86975	-20.428	-20.722	-20.773	-20.772
0.9326	-20.784	-21.251	-21.377	-21.378
1	-21.146	-21.813	-21.985	-21.984
1.0723	-21.515	-22.405	-22.59	-22.59
1.1498	-21.897	-23.03	-23.196	-23.196
1.2328	-22.295	-23.684	-23.803	-23.802
1.3219	-22.697	-24.354	-24.408	-24.408
1.4175	-23.119	-25.017	-25.014	-25.015
1.5199	-23.55	-25.667	-25.62	-25.621
1.6298	-24.006	-26.292	-26.227	-26.227
1.7475	-24.481	-26.893	-26.833	-26.833
1.8738	-24.979	-27.473	-27.439	-27.439
2.0092	-25.502	-28.046	-28.045	-28.045
2.1544	-26.059	-28.628	-28.651	-28.651
2.3101	-26.645	-29.226	-29.257	-29.257
2.4771	-27.272	-29.845	-29.863	-29.863
2.6561	-27.939	-30.471	-30.469	-30.469
2.848	-28.65	-31.092	-31.075	-31.075
3.0539	-29.416	-31.695	-31.681	-31.681
3.2745	-30.228	-32.288	-32.287	-32.287
3.5112	-31.098	-32.883	-32.893	-32.893
3.7649	-32.03	-33.492	-33.499	-33.499
4.037	-33.006	-34.109	-34.105	-34.105
4.3288	-34.025	-34.719	-34.711	-34.711
4.6416	-35.08	-35.317	-35.318	-35.318
4.977	-36.136	-35.918	-35.924	-35.924
5.3367	-37.121	-36.53	-36.53	-36.53
5.7224	-38.049	-37.14	-37.136	-37.136
6.1359	-38.843	-37.741	-37.742	-37.742
6.5793	-39.49	-38.345	-38.348	-38.348
7.0548	-40.015	-38.956	-38.954	-38.954
7.5646	-40.434	-39.56	-39.56	-39.56
8.1113	-40.817	-40.164	-40.166	-40.166
8.6975	-41.183	-40.774	-40.772	-40.772
9.326	-41.584	-41.378	-41.378	-41.378
10	-42.013	-41.983	-41.984	-41.984
