# Data file generated by gp_save.m
# 
-1.75	0	-1.5	0	-1.25	0	-1	0	-0.75	0	-0.25	0	0	0	0.25	0	0.5	0	0.75	0	1	0	1.25	0	1.5	0	1.75	0
-1.8368	0.049614	-1.5832	0.05547	-1.3281	0.06247	-1.0707	0.070711	-0.81	0.08	-0.27425	0.097014	6.1232e-18	0.1	0.27425	0.097014	0.54472	0.089443	0.81	0.08	1.0707	0.070711	1.3281	0.06247	1.5832	0.05547	1.8368	0.049614
-1.9236	0.099228	-1.6664	0.11094	-1.4062	0.12494	-1.1414	0.14142	-0.87	0.16	-0.29851	0.19403	1.2246e-17	0.2	0.29851	0.19403	0.58944	0.17889	0.87	0.16	1.1414	0.14142	1.4062	0.12494	1.6664	0.11094	1.9236	0.099228
-2.0105	0.14884	-1.7496	0.16641	-1.4843	0.18741	-1.2121	0.21213	-0.93	0.24	-0.32276	0.29104	1.837e-17	0.3	0.32276	0.29104	0.63416	0.26833	0.93	0.24	1.2121	0.21213	1.4843	0.18741	1.7496	0.16641	2.0105	0.14884
-2.0973	0.19846	-1.8328	0.22188	-1.5623	0.24988	-1.2828	0.28284	-0.99	0.32	-0.34701	0.38806	2.4493e-17	0.4	0.34701	0.38806	0.67889	0.35777	0.99	0.32	1.2828	0.28284	1.5623	0.24988	1.8328	0.22188	2.0973	0.19846
-2.1841	0.24807	-1.916	0.27735	-1.6404	0.31235	-1.3536	0.35355	-1.05	0.4	-0.37127	0.48507	3.0616e-17	0.5	0.37127	0.48507	0.72361	0.44721	1.05	0.4	1.3536	0.35355	1.6404	0.31235	1.916	0.27735	2.1841	0.24807
-2.2709	0.29768	-1.9992	0.33282	-1.7185	0.37482	-1.4243	0.42426	-1.11	0.48	-0.39552	0.58209	3.6739e-17	0.6	0.39552	0.58209	0.76833	0.53666	1.11	0.48	1.4243	0.42426	1.7185	0.37482	1.9992	0.33282	2.2709	0.29768
-2.3578	0.3473	-2.0824	0.38829	-1.7966	0.43729	-1.495	0.49497	-1.17	0.56	-0.41977	0.6791	4.2863e-17	0.7	0.41977	0.6791	0.81305	0.6261	1.17	0.56	1.495	0.49497	1.7966	0.43729	2.0824	0.38829	2.3578	0.3473
-2.4446	0.39691	-2.1656	0.44376	-1.8747	0.49976	-1.5657	0.56569	-1.23	0.64	-0.44403	0.77611	4.8986e-17	0.8	0.44403	0.77611	0.85777	0.71554	1.23	0.64	1.5657	0.56569	1.8747	0.49976	2.1656	0.44376	2.4446	0.39691
-2.5314	0.44653	-2.2488	0.49923	-1.9528	0.56223	-1.6364	0.6364	-1.29	0.72	-0.46828	0.87313	5.5109e-17	0.9	0.46828	0.87313	0.90249	0.80498	1.29	0.72	1.6364	0.6364	1.9528	0.56223	2.2488	0.49923	2.5314	0.44653
-2.6182	0.49614	-2.3321	0.5547	-2.0309	0.6247	-1.7071	0.70711	-1.35	0.8	-0.49254	0.97014	6.1232e-17	1	0.49254	0.97014	0.94721	0.89443	1.35	0.8	1.7071	0.70711	2.0309	0.6247	2.3321	0.5547	2.6182	0.49614
-2.7051	0.54575	-2.4153	0.61017	-2.109	0.68716	-1.7778	0.77782	-1.41	0.88	-0.51679	1.0672	6.7356e-17	1.1	0.51679	1.0672	0.99193	0.98387	1.41	0.88	1.7778	0.77782	2.109	0.68716	2.4153	0.61017	2.7051	0.54575
-2.7919	0.59537	-2.4985	0.66564	-2.187	0.74963	-1.8485	0.84853	-1.47	0.96	-0.54104	1.1642	7.3479e-17	1.2	0.54104	1.1642	1.0367	1.0733	1.47	0.96	1.8485	0.84853	2.187	0.74963	2.4985	0.66564	2.7919	0.59537
-2.8787	0.64498	-2.5817	0.72111	-2.2651	0.8121	-1.9192	0.91924	-1.53	1.04	-0.5653	1.2612	7.9602e-17	1.3	0.5653	1.2612	1.0814	1.1628	1.53	1.04	1.9192	0.91924	2.2651	0.8121	2.5817	0.72111	2.8787	0.64498
-2.9655	0.69459	-2.6649	0.77658	-2.3432	0.87457	-1.9899	0.98995	-1.59	1.12	-0.58955	1.3582	8.5725e-17	1.4	0.58955	1.3582	1.1261	1.2522	1.59	1.12	1.9899	0.98995	2.3432	0.87457	2.6649	0.77658	2.9655	0.69459
-3.0524	0.74421	-2.7481	0.83205	-2.4213	0.93704	-2.0607	1.0607	-1.65	1.2	-0.6138	1.4552	9.1849e-17	1.5	0.6138	1.4552	1.1708	1.3416	1.65	1.2	2.0607	1.0607	2.4213	0.93704	2.7481	0.83205	3.0524	0.74421
-3.1392	0.79382	-2.8313	0.88752	-2.4994	0.99951	-2.1314	1.1314	-1.71	1.28	-0.63806	1.5522	9.7972e-17	1.6	0.63806	1.5522	1.2155	1.4311	1.71	1.28	2.1314	1.1314	2.4994	0.99951	2.8313	0.88752	3.1392	0.79382
-3.226	0.84344	-2.9145	0.94299	-2.5775	1.062	-2.2021	1.2021	-1.77	1.36	-0.66231	1.6492	1.0409e-16	1.7	0.66231	1.6492	1.2603	1.5205	1.77	1.36	2.2021	1.2021	2.5775	1.062	2.9145	0.94299	3.226	0.84344
-3.3128	0.89305	-2.9977	0.99846	-2.6556	1.1245	-2.2728	1.2728	-1.83	1.44	-0.68656	1.7463	1.1022e-16	1.8	0.68656	1.7463	1.305	1.61	1.83	1.44	2.2728	1.2728	2.6556	1.1245	2.9977	0.99846	3.3128	0.89305
