# Data file generated by gp_save.m
# histograms of2012_time
# bin centres, overall hist., histograms for each listener
0.5	0	0	0	0	0	0	0	0	0	0	0
1.5	0.025455	0	0	0.072727	0	0	0.054545	0.018182	0	0.10909	0
2.5	0.17273	0	0.12727	0.27273	0.090909	0	0.50909	0.12727	0	0.41818	0.18182
3.5	0.21455	0	0.23636	0.43636	0.29091	0.090909	0.27273	0.25455	0.036364	0.23636	0.29091
4.5	0.16364	0.018182	0.16364	0.14545	0.27273	0.12727	0.10909	0.25455	0.090909	0.14545	0.30909
5.5	0.10909	0.072727	0.14545	0.036364	0.21818	0.12727	0.036364	0.21818	0.054545	0.054545	0.12727
6.5	0.083636	0.10909	0.14545	0.036364	0.090909	0.10909	0.018182	0.090909	0.16364	0	0.072727
7.5	0.043636	0.054545	0.072727	0	0	0.054545	0	0	0.23636	0.018182	0
8.5	0.045455	0.090909	0.090909	0	0.018182	0.14545	0	0.018182	0.090909	0	0
9.5	0.030909	0.072727	0	0	0	0.072727	0	0	0.12727	0.018182	0.018182
10.5	0.025455	0.072727	0.018182	0	0	0.072727	0	0	0.090909	0	0
11.5	0.014545	0.054545	0	0	0.018182	0.018182	0	0	0.054545	0	0
12.5	0.012727	0.054545	0	0	0	0.036364	0	0.018182	0.018182	0	0
13.5	0.02	0.072727	0	0	0	0.10909	0	0	0.018182	0	0
14.5	0.014545	0.14545	0	0	0	0	0	0	0	0	0
15.5	0.012727	0.090909	0	0	0	0.036364	0	0	0	0	0
16.5	0.0072727	0.054545	0	0	0	0	0	0	0.018182	0	0
17.5	0	0	0	0	0	0	0	0	0	0	0
18.5	0.0036364	0.036364	0	0	0	0	0	0	0	0	0
19.5	0	0	0	0	0	0	0	0	0	0	0
20.5	0	0	0	0	0	0	0	0	0	0	0
21.5	0	0	0	0	0	0	0	0	0	0	0
22.5	0	0	0	0	0	0	0	0	0	0	0
23.5	0	0	0	0	0	0	0	0	0	0	0
24.5	0	0	0	0	0	0	0	0	0	0	0
25.5	0	0	0	0	0	0	0	0	0	0	0
26.5	0	0	0	0	0	0	0	0	0	0	0
27.5	0	0	0	0	0	0	0	0	0	0	0
28.5	0	0	0	0	0	0	0	0	0	0	0
29.5	0	0	0	0	0	0	0	0	0	0	0
30.5	0	0	0	0	0	0	0	0	0	0	0
31.5	0	0	0	0	0	0	0	0	0	0	0
32.5	0	0	0	0	0	0	0	0	0	0	0
33.5	0	0	0	0	0	0	0	0	0	0	0
34.5	0	0	0	0	0	0	0	0	0	0	0
35.5	0	0	0	0	0	0	0	0	0	0	0
