# Data file generated by gp_save.m
# 
258.4	-0.70737	0.0006742	4.5901	-0.6852	-0.68388	-0.68421	-0.67637	-0.71078	0.55526	1.671	-8.8907	-1.0447	-1.0426	-1.0413	-1.0396	-1.0176	-1.0447	-1.0447	-1.0447	-1.0447	-1.0447	-1.0453
263.78	-0.69027	0.000913	4.583	-0.66733	-0.66596	-0.6663	-0.65825	-0.69348	0.61074	1.6745	-7.926	-0.98867	-0.98645	-0.98519	-0.98337	-0.96143	-0.98867	-0.98867	-0.98867	-0.98867	-0.98867	-0.98935
269.17	-0.67362	0.0011402	4.5758	-0.64998	-0.64857	-0.64892	-0.64069	-0.67663	0.66421	1.6781	-6.9989	-0.93489	-0.9326	-0.93133	-0.92937	-0.9076	-0.93489	-0.93489	-0.93489	-0.93489	-0.93489	-0.93562
274.55	-0.65728	0.0013552	4.5684	-0.63302	-0.63159	-0.63193	-0.62355	-0.66008	0.71552	1.6817	-6.1261	-0.88349	-0.88115	-0.87986	-0.87778	-0.85626	-0.88349	-0.88349	-0.88349	-0.88349	-0.88349	-0.88426
279.93	-0.64114	0.0015574	4.5608	-0.61632	-0.61486	-0.61521	-0.6067	-0.64372	0.76464	1.6854	-5.3128	-0.83455	-0.83216	-0.83086	-0.82866	-0.80746	-0.83455	-0.83455	-0.83455	-0.83455	-0.83455	-0.83535
285.31	-0.62505	0.001746	4.5531	-0.59974	-0.59826	-0.59861	-0.59	-0.62739	0.81152	1.6892	-4.5585	-0.78809	-0.78566	-0.78436	-0.78204	-0.76122	-0.78809	-0.78809	-0.78809	-0.78809	-0.78809	-0.78892
290.7	-0.60888	0.0019203	4.5452	-0.58316	-0.58166	-0.58201	-0.57332	-0.61099	0.85619	1.693	-3.8599	-0.74407	-0.74162	-0.74031	-0.73789	-0.71751	-0.74407	-0.74407	-0.74407	-0.74407	-0.74407	-0.74492
296.08	-0.59252	0.0020798	4.5372	-0.56645	-0.56493	-0.56528	-0.55654	-0.59437	0.89871	1.6969	-3.2129	-0.70242	-0.69994	-0.69863	-0.69611	-0.67625	-0.70242	-0.70243	-0.70243	-0.70243	-0.70243	-0.70329
301.46	-0.57583	0.0022239	4.529	-0.54948	-0.54795	-0.5483	-0.53953	-0.57742	0.93917	1.7009	-2.6132	-0.66302	-0.66053	-0.65922	-0.6566	-0.63731	-0.66302	-0.66302	-0.66302	-0.66302	-0.66302	-0.66391
306.85	-0.55871	0.0023518	4.5207	-0.53215	-0.53062	-0.53096	-0.52218	-0.56004	0.9777	1.705	-2.0566	-0.62572	-0.62321	-0.62191	-0.6192	-0.60055	-0.62572	-0.62572	-0.62572	-0.62572	-0.62572	-0.62663
312.23	-0.54106	0.0024632	4.5122	-0.51435	-0.51281	-0.51315	-0.50438	-0.54211	1.0144	1.7091	-1.5393	-0.59033	-0.58781	-0.58652	-0.58373	-0.56577	-0.59033	-0.59033	-0.59033	-0.59033	-0.59033	-0.59128
317.61	-0.52278	0.0025576	4.5035	-0.49598	-0.49445	-0.49478	-0.48605	-0.52356	1.0495	1.7132	-1.058	-0.55665	-0.55414	-0.55286	-0.54999	-0.53277	-0.55665	-0.55665	-0.55665	-0.55665	-0.55665	-0.55765
323	-0.50381	0.0026347	4.4947	-0.47698	-0.47545	-0.47578	-0.4671	-0.5043	1.0831	1.7173	-0.60958	-0.52449	-0.52198	-0.52072	-0.51778	-0.50135	-0.52449	-0.52449	-0.52449	-0.52449	-0.52449	-0.52555
