# Data file generated by gp_save.m
# 
0	-0.57151	-0.015273
1	-0.75943	-0.015229
2	-0.94948	-0.012716
3	-1.1392	-0.0076324
4	-1.3258	8.8819e-05
5	-1.5063	0.010471
6	-1.6776	0.023485
7	-1.8362	0.039037
8	-1.9788	0.056962
9	-2.1023	0.077021
10	-2.2038	0.098899
11	-2.2808	0.12221
12	-2.3316	0.14652
13	-2.3553	0.17136
14	-2.3516	0.19623
15	-2.3212	0.22065
16	-2.2654	0.24417
17	-2.1864	0.26641
18	-2.0867	0.28703
19	-1.9693	0.30578
20	-1.8371	0.32248
21	-1.6933	0.33701
22	-1.5409	0.34933
23	-1.3826	0.35944
24	-1.2208	0.3674
25	-1.058	0.37329
26	-0.89601	0.37721
27	-0.73647	0.37928
28	-0.58081	0.37965
29	-0.43014	0.37845
30	-0.28539	0.37582
31	-0.14728	0.37189
32	-0.016355	0.3668
33	0.10698	0.36067
34	0.22244	0.35363
35	0.32985	0.34578
36	0.42914	0.33723
37	0.52027	0.32808
38	0.60332	0.31842
39	0.67836	0.30833
40	0.74555	0.2979
41	0.80505	0.28718
42	0.85708	0.27625
43	0.90185	0.26516
44	0.93961	0.25398
45	0.97061	0.24275
46	0.99513	0.23151
47	1.0135	0.22031
48	1.0259	0.20919
49	1.0326	0.19817
50	1.0341	0.1873
51	1.0305	0.1766
52	1.0222	0.1661
53	1.0094	0.15581
54	0.99258	0.14576
55	0.9719	0.13596
56	0.9477	0.12644
57	0.92028	0.1172
58	0.88994	0.10825
59	0.85697	0.099614
60	0.82167	0.091289
61	0.78433	0.083284
62	0.74523	0.075603
63	0.70465	0.068249
64	0.66288	0.061225
65	0.62017	0.054531
66	0.57681	0.048167
67	0.53305	0.042129
68	0.48913	0.036417
69	0.44532	0.031026
70	0.40184	0.025951
71	0.35894	0.021188
72	0.31683	0.01673
73	0.27572	0.012571
74	0.23583	0.0087039
75	0.19734	0.0051218
76	0.16044	0.001817
77	0.12531	-0.001218
78	0.092112	-0.0039907
79	0.060995	-0.0065088
80	0.032103	-0.0087796
81	0.0055655	-0.01081
82	-0.018499	-0.012607
83	-0.039985	-0.014177
84	-0.058797	-0.015525
85	-0.074854	-0.016656
86	-0.088087	-0.017576
87	-0.098438	-0.018287
88	-0.10586	-0.018793
89	-0.11033	-0.019096
90	-0.11182	-0.019197
91	-0.11033	-0.019096
92	-0.10586	-0.018793
93	-0.098438	-0.018287
94	-0.088087	-0.017576
95	-0.074854	-0.016656
96	-0.058797	-0.015525
97	-0.039985	-0.014177
98	-0.018499	-0.012607
99	0.0055655	-0.01081
100	0.032103	-0.0087796
101	0.060995	-0.0065088
102	0.092112	-0.0039907
103	0.12531	-0.001218
104	0.16044	0.001817
105	0.19734	0.0051218
106	0.23583	0.0087039
107	0.27572	0.012571
108	0.31683	0.01673
109	0.35894	0.021188
110	0.40184	0.025951
111	0.44532	0.031026
112	0.48913	0.036417
113	0.53305	0.042129
114	0.57681	0.048167
115	0.62017	0.054531
116	0.66288	0.061225
117	0.70465	0.068249
118	0.74523	0.075603
119	0.78433	0.083284
120	0.82167	0.091289
121	0.85697	0.099614
122	0.88994	0.10825
123	0.92028	0.1172
124	0.9477	0.12644
125	0.9719	0.13596
126	0.99258	0.14576
127	1.0094	0.15581
128	1.0222	0.1661
129	1.0305	0.1766
130	1.0341	0.1873
131	1.0326	0.19817
