# Data file generated by gp_save.m
# 
0	0.19815	0.037354
1	0.20346	0.037311
2	0.2087	0.037255
3	0.21387	0.037187
4	0.21896	0.037107
5	0.22397	0.037014
6	0.2289	0.03691
7	0.23374	0.036793
8	0.2385	0.036665
9	0.24317	0.036524
10	0.24775	0.036373
11	0.25223	0.03621
12	0.25661	0.036035
13	0.26089	0.03585
14	0.26507	0.035654
15	0.26915	0.035447
16	0.27312	0.03523
17	0.27699	0.035003
18	0.28074	0.034766
19	0.28438	0.034519
20	0.28791	0.034262
21	0.29133	0.033996
22	0.29463	0.033722
23	0.29781	0.033438
24	0.30088	0.033146
25	0.30382	0.032845
26	0.30665	0.032537
27	0.30936	0.032221
28	0.31194	0.031897
29	0.3144	0.031566
30	0.31674	0.031227
31	0.31896	0.030882
32	0.32106	0.030531
33	0.32303	0.030173
34	0.32489	0.029809
35	0.32661	0.029439
36	0.32822	0.029064
37	0.32971	0.028683
38	0.33107	0.028297
39	0.33232	0.027907
40	0.33344	0.027511
41	0.33444	0.027111
42	0.33533	0.026707
43	0.3361	0.026298
44	0.33675	0.025886
45	0.33729	0.02547
46	0.33771	0.02505
47	0.33801	0.024627
48	0.33821	0.0242
49	0.33829	0.023771
50	0.33827	0.023338
51	0.33813	0.022902
52	0.33789	0.022464
53	0.33755	0.022023
54	0.33709	0.021579
55	0.33654	0.021133
56	0.33588	0.020684
57	0.33513	0.020233
58	0.33427	0.01978
59	0.33332	0.019325
60	0.33227	0.018867
61	0.33113	0.018408
62	0.32989	0.017946
63	0.32856	0.017482
64	0.32714	0.017016
65	0.32563	0.016548
66	0.32404	0.016079
67	0.32236	0.015607
68	0.32059	0.015133
69	0.31874	0.014657
70	0.31681	0.01418
71	0.31479	0.0137
72	0.3127	0.013219
73	0.31053	0.012735
74	0.30828	0.01225
75	0.30595	0.011762
76	0.30355	0.011273
77	0.30107	0.010781
78	0.29853	0.010288
79	0.29591	0.0097928
80	0.29321	0.0092955
81	0.29045	0.0087963
82	0.28762	0.0082951
83	0.28472	0.0077919
84	0.28176	0.0072869
85	0.27873	0.0067799
86	0.27563	0.0062711
87	0.27247	0.0057604
88	0.26925	0.005248
89	0.26597	0.0047338
90	0.26263	0.0042179
91	0.25922	0.0037004
92	0.25576	0.0031813
93	0.25224	0.0026607
94	0.24866	0.0021387
95	0.24503	0.0016154
96	0.24134	0.0010908
97	0.2376	0.00056518
98	0.23381	3.8515e-05
99	0.22996	-0.00048903
100	0.22607	-0.0010173
101	0.22212	-0.0015463
102	0.21813	-0.0020756
103	0.21409	-0.0026053
104	0.21	-0.0031352
105	0.20587	-0.003665
106	0.2017	-0.0041947
107	0.19748	-0.0047239
108	0.19322	-0.0052526
109	0.18892	-0.0057805
110	0.18459	-0.0063074
111	0.18021	-0.0068332
112	0.1758	-0.0073575
113	0.17135	-0.0078802
114	0.16687	-0.008401
115	0.16236	-0.0089198
116	0.15781	-0.0094362
117	0.15323	-0.00995
118	0.14862	-0.010461
119	0.14399	-0.010969
120	0.13932	-0.011474
121	0.13463	-0.011975
122	0.12992	-0.012472
123	0.12517	-0.012965
124	0.12041	-0.013454
125	0.11562	-0.013939
126	0.11081	-0.014418
127	0.10598	-0.014893
128	0.10114	-0.015362
129	0.096267	-0.015826
130	0.091381	-0.016284
131	0.086478	-0.016736
132	0.081559	-0.017182
