# Data file generated by gp_save.m
# 
-0.9	1.2	-1.4	0.53863	-0.40007	1.4457	-0.9	1.2	-0.57394	1.5791	-1.2261	0.82094	-0.9	1.2	-1.4	0.53863	-0.40007	1.4457
-0.9	1.1	-1.4	0.43863	-0.40007	1.3457	-0.82419	1.1348	-0.49813	1.5138	-1.1503	0.75573	-0.82419	1.1348	-1.3115	0.49196	-0.3249	1.3797
-0.9	1	-1.4	0.33863	-0.40007	1.2457	-0.74838	1.0696	-0.42232	1.4486	-1.0744	0.69052	-0.74838	1.0696	-1.2231	0.44528	-0.24974	1.3138
-0.9	0.9	-1.4	0.23863	-0.40007	1.1457	-0.67257	1.0044	-0.34651	1.3834	-0.99863	0.6253	-0.67257	1.0044	-1.1346	0.3986	-0.17458	1.2478
-0.9	0.8	-1.4	0.13863	-0.40007	1.0457	-0.59676	0.93915	-0.2707	1.3182	-0.92282	0.56009	-0.59676	0.93915	-1.0462	0.35192	-0.099412	1.1818
-0.9	0.7	-1.4	0.038635	-0.40007	0.94566	-0.52095	0.87393	-0.19489	1.253	-0.84701	0.49488	-0.52095	0.87393	-0.95777	0.30524	-0.024248	1.1159
-0.9	0.6	-1.4	-0.061365	-0.40007	0.84566	-0.44514	0.80872	-0.11908	1.1878	-0.7712	0.42967	-0.44514	0.80872	-0.86933	0.25856	0.050917	1.0499
-0.9	0.5	-1.4	-0.16137	-0.40007	0.74566	-0.36933	0.74351	-0.043264	1.1226	-0.69539	0.36445	-0.36933	0.74351	-0.7809	0.21188	0.12608	0.98397
-0.9	0.4	-1.4	-0.26137	-0.40007	0.64566	-0.29352	0.6783	0.032547	1.0574	-0.61958	0.29924	-0.29352	0.6783	-0.69246	0.1652	0.20125	0.91801
-0.9	0.3	-1.4	-0.36137	-0.40007	0.54566	-0.2177	0.61308	0.10836	0.99214	-0.54377	0.23403	-0.2177	0.61308	-0.60402	0.11852	0.27641	0.85205
-0.9	0.2	-1.4	-0.46137	-0.40007	0.44566	-0.14189	0.54787	0.18417	0.92693	-0.46796	0.16882	-0.14189	0.54787	-0.51559	0.071844	0.35157	0.78609
-0.9	0.099997	-1.4	-0.56137	-0.40007	0.34566	-0.066082	0.48266	0.25998	0.86171	-0.39215	0.1036	-0.066082	0.48266	-0.42715	0.025165	0.42674	0.72014
-0.9	-3.4486e-06	-1.4	-0.66137	-0.40007	0.24566	0.0097286	0.41745	0.33579	0.7965	-0.31633	0.03839	0.0097286	0.41745	-0.33871	-0.021515	0.5019	0.65418
-0.9	-0.1	-1.4	-0.76137	-0.40007	0.14566	0.08554	0.35223	0.4116	0.73129	-0.24052	-0.026822	0.08554	0.35223	-0.25028	-0.068194	0.57707	0.58822
-0.9	-0.2	-1.4	-0.86137	-0.40007	0.045664	0.16135	0.28702	0.48741	0.66608	-0.16471	-0.092035	0.16135	0.28702	-0.16184	-0.11487	0.65223	0.52227
-0.9	-0.3	-1.4	-0.96137	-0.40007	-0.054336	0.23716	0.22181	0.56322	0.60086	-0.088901	-0.15725	0.23716	0.22181	-0.073403	-0.16155	0.7274	0.45631
-0.9	-0.4	-1.4	-1.0614	-0.40007	-0.15434	0.31297	0.1566	0.63904	0.53565	-0.01309	-0.22246	0.31297	0.1566	0.015034	-0.20823	0.80256	0.39035
-0.9	-0.5	-1.4	-1.1614	-0.40007	-0.25434	0.38878	0.091383	0.71485	0.47044	0.062721	-0.28767	0.38878	0.091383	0.10347	-0.25491	0.87772	0.3244
-0.9	-0.6	-1.4	-1.2614	-0.40007	-0.35434	0.4646	0.026171	0.79066	0.40523	0.13853	-0.35288	0.4646	0.026171	0.19191	-0.30159	0.95289	0.25844
-0.9	-0.7	-1.4	-1.3614	-0.40007	-0.45434	0.54041	-0.039042	0.86647	0.34001	0.21434	-0.4181	0.54041	-0.039042	0.28034	-0.34827	1.0281	0.19248
-0.9	-0.8	-1.4	-1.4614	-0.40007	-0.55434	0.61622	-0.10425	0.94228	0.2748	0.29015	-0.48331	0.61622	-0.10425	0.36878	-0.39495	1.1032	0.12652
-0.9	-0.9	-1.4	-1.5614	-0.40007	-0.65434	0.69203	-0.16947	1.0181	0.20959	0.36597	-0.54852	0.69203	-0.16947	0.45722	-0.44163	1.1784	0.060567
-0.9	-1	-1.4	-1.6614	-0.40007	-0.75434	0.76784	-0.23468	1.0939	0.14438	0.44178	-0.61374	0.76784	-0.23468	0.54565	-0.48831	1.2535	-0.0053896
-0.9	-1.1	-1.4	-1.7614	-0.40007	-0.85434	0.84365	-0.29989	1.1697	0.079163	0.51759	-0.67895	0.84365	-0.29989	0.63409	-0.53498	1.3287	-0.071347
-0.9	-1.2	-1.4	-1.8614	-0.40007	-0.95434	0.91946	-0.3651	1.2455	0.013951	0.5934	-0.74416	0.91946	-0.3651	0.72253	-0.58166	1.4039	-0.1373
-0.9	-1.3	-1.4	-1.9614	-0.40007	-1.0543	0.99527	-0.43032	1.3213	-0.051262	0.66921	-0.80937	0.99527	-0.43032	0.81096	-0.62834	1.479	-0.20326
-0.9	-1.4	-1.4	-2.0614	-0.40007	-1.1543	1.0711	-0.49553	1.3971	-0.11647	0.74502	-0.87459	1.0711	-0.49553	0.8994	-0.67502	1.5542	-0.26922
-0.9	-1.5	-1.4	-2.1614	-0.40007	-1.2543	1.1469	-0.56074	1.473	-0.18169	0.82083	-0.9398	1.1469	-0.56074	0.98784	-0.7217	1.6294	-0.33517
-0.9	-1.6	-1.4	-2.2614	-0.40007	-1.3543	1.2227	-0.62595	1.5488	-0.2469	0.89664	-1.005	1.2227	-0.62595	1.0763	-0.76838	1.7045	-0.40113
-0.9	-1.7	-1.4	-2.3614	-0.40007	-1.4543	1.2985	-0.69117	1.6246	-0.31211	0.97245	-1.0702	1.2985	-0.69117	1.1647	-0.81506	1.7797	-0.46709
-0.9	-1.8	-1.4	-2.4614	-0.40007	-1.5543	1.3743	-0.75638	1.7004	-0.37732	1.0483	-1.1354	1.3743	-0.75638	1.2531	-0.86174	1.8549	-0.53305
-0.9	-1.9	-1.4	-2.5614	-0.40007	-1.6543	1.4501	-0.82159	1.7762	-0.44254	1.1241	-1.2006	1.4501	-0.82159	1.3416	-0.90842	1.93	-0.599
-0.9	-2	-1.4	-2.6614	-0.40007	-1.7543	1.526	-0.88681	1.852	-0.50775	1.1999	-1.2659	1.526	-0.88681	1.43	-0.9551	2.0052	-0.66496
-0.9	-2.1	-1.4	-2.7614	-0.40007	-1.8543	1.6018	-0.95202	1.9278	-0.57296	1.2757	-1.3311	1.6018	-0.95202	1.5185	-1.0018	2.0804	-0.73092
-0.9	-2.2	-1.4	-2.8614	-0.40007	-1.9543	1.6776	-1.0172	2.0036	-0.63817	1.3515	-1.3963	1.6776	-1.0172	1.6069	-1.0485	2.1555	-0.79687
-0.9	-2.3	-1.4	-2.9614	-0.40007	-2.0543	1.7534	-1.0824	2.0794	-0.70339	1.4273	-1.4615	1.7534	-1.0824	1.6953	-1.0951	2.2307	-0.86283
-0.9	-2.4	-1.4	-3.0614	-0.40007	-2.1543	1.8292	-1.1477	2.1553	-0.7686	1.5031	-1.5267	1.8292	-1.1477	1.7838	-1.1418	2.3058	-0.92879
-0.9	-2.5	-1.4	-3.1614	-0.40007	-2.2543	1.905	-1.2129	2.2311	-0.83381	1.5789	-1.5919	1.905	-1.2129	1.8722	-1.1885	2.381	-0.99474
-0.9	-2.6	-1.4	-3.2614	-0.40007	-2.3543	1.9808	-1.2781	2.3069	-0.89902	1.6548	-1.6571	1.9808	-1.2781	1.9606	-1.2352	2.4562	-1.0607
-0.9	-2.7	-1.4	-3.3614	-0.40007	-2.4543	2.0566	-1.3433	2.3827	-0.96424	1.7306	-1.7223	2.0566	-1.3433	2.0491	-1.2819	2.5313	-1.1267
-0.9	-2.8	-1.4	-3.4614	-0.40007	-2.5543	2.1324	-1.4085	2.4585	-1.0294	1.8064	-1.7876	2.1324	-1.4085	2.1375	-1.3285	2.6065	-1.1926
-0.9	-2.9	-1.4	-3.5614	-0.40007	-2.6543	2.2083	-1.4737	2.5343	-1.0947	1.8822	-1.8528	2.2083	-1.4737	2.226	-1.3752	2.6817	-1.2586
-0.9	-3	-1.4	-3.6614	-0.40007	-2.7543	2.2841	-1.5389	2.6101	-1.1599	1.958	-1.918	2.2841	-1.5389	2.3144	-1.4219	2.7568	-1.3245
-0.9	-3.1	-1.4	-3.7614	-0.40007	-2.8543	2.3599	-1.6041	2.6859	-1.2251	2.0338	-1.9832	2.3599	-1.6041	2.4028	-1.4686	2.832	-1.3905
-0.9	-3.2	-1.4	-3.8614	-0.40007	-2.9543	2.4357	-1.6694	2.7617	-1.2903	2.1096	-2.0484	2.4357	-1.6694	2.4913	-1.5152	2.9072	-1.4564
-0.9	-3.3	-1.4	-3.9614	-0.40007	-3.0543	2.5115	-1.7346	2.8376	-1.3555	2.1854	-2.1136	2.5115	-1.7346	2.5797	-1.5619	2.9823	-1.5224
-0.9	-3.4	-1.4	-4.0614	-0.40007	-3.1543	2.5873	-1.7998	2.9134	-1.4207	2.2612	-2.1788	2.5873	-1.7998	2.6681	-1.6086	3.0575	-1.5884
-0.9	-3.5	-1.4	-4.1614	-0.40007	-3.2543	2.6631	-1.865	2.9892	-1.4859	2.3371	-2.244	2.6631	-1.865	2.7566	-1.6553	3.1327	-1.6543
-0.9	-3.6	-1.4	-4.2614	-0.40007	-3.3543	2.7389	-1.9302	3.065	-1.5512	2.4129	-2.3093	2.7389	-1.9302	2.845	-1.702	3.2078	-1.7203
-0.9	-3.7	-1.4	-4.3614	-0.40007	-3.4543	2.8147	-1.9954	3.1408	-1.6164	2.4887	-2.3745	2.8147	-1.9954	2.9334	-1.7486	3.283	-1.7862
-0.9	-3.8	-1.4	-4.4614	-0.40007	-3.5543	2.8906	-2.0606	3.2166	-1.6816	2.5645	-2.4397	2.8906	-2.0606	3.0219	-1.7953	3.3581	-1.8522
-0.9	-3.9	-1.4	-4.5614	-0.40007	-3.6543	2.9664	-2.1258	3.2924	-1.7468	2.6403	-2.5049	2.9664	-2.1258	3.1103	-1.842	3.4333	-1.9181
-0.9	-4	-1.4	-4.6614	-0.40007	-3.7543	3.0422	-2.1911	3.3682	-1.812	2.7161	-2.5701	3.0422	-2.1911	3.1988	-1.8887	3.5085	-1.9841
-0.9	-4.1	-1.4	-4.7614	-0.40007	-3.8543	3.118	-2.2563	3.444	-1.8772	2.7919	-2.6353	3.118	-2.2563	3.2872	-1.9354	3.5836	-2.0501
-0.9	-4.2	-1.4	-4.8614	-0.40007	-3.9543	3.1938	-2.3215	3.5199	-1.9424	2.8677	-2.7005	3.1938	-2.3215	3.3756	-1.982	3.6588	-2.116
-0.9	-4.3	-1.4	-4.9614	-0.40007	-4.0543	3.2696	-2.3867	3.5957	-2.0076	2.9435	-2.7657	3.2696	-2.3867	3.4641	-2.0287	3.734	-2.182
-0.9	-4.4	-1.4	-5.0614	-0.40007	-4.1543	3.3454	-2.4519	3.6715	-2.0729	3.0194	-2.831	3.3454	-2.4519	3.5525	-2.0754	3.8091	-2.2479
-0.9	-4.5	-1.4	-5.1614	-0.40007	-4.2543	3.4212	-2.5171	3.7473	-2.1381	3.0952	-2.8962	3.4212	-2.5171	3.6409	-2.1221	3.8843	-2.3139
-0.9	-4.6	-1.4	-5.2614	-0.40007	-4.3543	3.497	-2.5823	3.8231	-2.2033	3.171	-2.9614	3.497	-2.5823	3.7294	-2.1688	3.9595	-2.3798
-0.9	-4.7	-1.4	-5.3614	-0.40007	-4.4543	3.5729	-2.6475	3.8989	-2.2685	3.2468	-3.0266	3.5729	-2.6475	3.8178	-2.2154	4.0346	-2.4458
-0.9	-4.8	-1.4	-5.4614	-0.40007	-4.5543	3.6487	-2.7128	3.9747	-2.3337	3.3226	-3.0918	3.6487	-2.7128	3.9063	-2.2621	4.1098	-2.5118
-0.9	-4.9	-1.4	-5.5614	-0.40007	-4.6543	3.7245	-2.778	4.0505	-2.3989	3.3984	-3.157	3.7245	-2.778	3.9947	-2.3088	4.185	-2.5777
-0.9	-5	-1.4	-5.6614	-0.40007	-4.7543	3.8003	-2.8432	4.1263	-2.4641	3.4742	-3.2222	3.8003	-2.8432	4.0831	-2.3555	4.2601	-2.6437
-0.9	-5.1	-1.4	-5.7614	-0.40007	-4.8543	3.8761	-2.9084	4.2022	-2.5293	3.55	-3.2874	3.8761	-2.9084	4.1716	-2.4021	4.3353	-2.7096
-0.9	-5.2	-1.4	-5.8614	-0.40007	-4.9543	3.9519	-2.9736	4.278	-2.5946	3.6258	-3.3527	3.9519	-2.9736	4.26	-2.4488	4.4104	-2.7756
-0.9	-5.3	-1.4	-5.9614	-0.40007	-5.0543	4.0277	-3.0388	4.3538	-2.6598	3.7017	-3.4179	4.0277	-3.0388	4.3484	-2.4955	4.4856	-2.8415
-0.9	-5.4	-1.4	-6.0614	-0.40007	-5.1543	4.1035	-3.104	4.4296	-2.725	3.7775	-3.4831	4.1035	-3.104	4.4369	-2.5422	4.5608	-2.9075
-0.9	-5.5	-1.4	-6.1614	-0.40007	-5.2543	4.1793	-3.1692	4.5054	-2.7902	3.8533	-3.5483	4.1793	-3.1692	4.5253	-2.5889	4.6359	-2.9735
-0.9	-5.6	-1.4	-6.2614	-0.40007	-5.3543	4.2552	-3.2345	4.5812	-2.8554	3.9291	-3.6135	4.2552	-3.2345	4.6137	-2.6355	4.7111	-3.0394
-0.9	-5.7	-1.4	-6.3614	-0.40007	-5.4543	4.331	-3.2997	4.657	-2.9206	4.0049	-3.6787	4.331	-3.2997	4.7022	-2.6822	4.7863	-3.1054
-0.9	-5.8	-1.4	-6.4614	-0.40007	-5.5543	4.4068	-3.3649	4.7328	-2.9858	4.0807	-3.7439	4.4068	-3.3649	4.7906	-2.7289	4.8614	-3.1713
-0.9	-5.9	-1.4	-6.5614	-0.40007	-5.6543	4.4826	-3.4301	4.8086	-3.051	4.1565	-3.8092	4.4826	-3.4301	4.8791	-2.7756	4.9366	-3.2373
-0.9	-6	-1.4	-6.6614	-0.40007	-5.7543	4.5584	-3.4953	4.8845	-3.1163	4.2323	-3.8744	4.5584	-3.4953	4.9675	-2.8223	5.0118	-3.3032
-0.9	-6.1	-1.4	-6.7614	-0.40007	-5.8543	4.6342	-3.5605	4.9603	-3.1815	4.3081	-3.9396	4.6342	-3.5605	5.0559	-2.8689	5.0869	-3.3692
-0.9	-6.2	-1.4	-6.8614	-0.40007	-5.9543	4.71	-3.6257	5.0361	-3.2467	4.384	-4.0048	4.71	-3.6257	5.1444	-2.9156	5.1621	-3.4352
-0.9	-6.3	-1.4	-6.9614	-0.40007	-6.0543	4.7858	-3.6909	5.1119	-3.3119	4.4598	-4.07	4.7858	-3.6909	5.2328	-2.9623	5.2373	-3.5011
-0.9	-6.4	-1.4	-7.0614	-0.40007	-6.1543	4.8616	-3.7562	5.1877	-3.3771	4.5356	-4.1352	4.8616	-3.7562	5.3212	-3.009	5.3124	-3.5671
-0.9	-6.5	-1.4	-7.1614	-0.40007	-6.2543	4.9375	-3.8214	5.2635	-3.4423	4.6114	-4.2004	4.9375	-3.8214	5.4097	-3.0557	5.3876	-3.633
-0.9	-6.6	-1.4	-7.2614	-0.40007	-6.3543	5.0133	-3.8866	5.3393	-3.5075	4.6872	-4.2656	5.0133	-3.8866	5.4981	-3.1023	5.4627	-3.699
-0.9	-6.7	-1.4	-7.3614	-0.40007	-6.4543	5.0891	-3.9518	5.4151	-3.5727	4.763	-4.3309	5.0891	-3.9518	5.5865	-3.149	5.5379	-3.7649
-0.9	-6.8	-1.4	-7.4614	-0.40007	-6.5543	5.1649	-4.017	5.4909	-3.638	4.8388	-4.3961	5.1649	-4.017	5.675	-3.1957	5.6131	-3.8309
-0.9	-6.9	-1.4	-7.5614	-0.40007	-6.6543	5.2407	-4.0822	5.5668	-3.7032	4.9146	-4.4613	5.2407	-4.0822	5.7634	-3.2424	5.6882	-3.8969
-0.9	-7	-1.4	-7.6614	-0.40007	-6.7543	5.3165	-4.1474	5.6426	-3.7684	4.9904	-4.5265	5.3165	-4.1474	5.8519	-3.2891	5.7634	-3.9628
-0.9	-7.1	-1.4	-7.7614	-0.40007	-6.8543	5.3923	-4.2126	5.7184	-3.8336	5.0663	-4.5917	5.3923	-4.2126	5.9403	-3.3357	5.8386	-4.0288
-0.9	-7.2	-1.4	-7.8614	-0.40007	-6.9543	5.4681	-4.2779	5.7942	-3.8988	5.1421	-4.6569	5.4681	-4.2779	6.0287	-3.3824	5.9137	-4.0947
-0.9	-7.3	-1.4	-7.9614	-0.40007	-7.0543	5.5439	-4.3431	5.87	-3.964	5.2179	-4.7221	5.5439	-4.3431	6.1172	-3.4291	5.9889	-4.1607
-0.9	-7.4	-1.4	-8.0614	-0.40007	-7.1543	5.6198	-4.4083	5.9458	-4.0292	5.2937	-4.7873	5.6198	-4.4083	6.2056	-3.4758	6.0641	-4.2266
-0.9	-7.5	-1.4	-8.1614	-0.40007	-7.2543	5.6956	-4.4735	6.0216	-4.0944	5.3695	-4.8526	5.6956	-4.4735	6.294	-3.5224	6.1392	-4.2926
-0.9	-7.6	-1.4	-8.2614	-0.40007	-7.3543	5.7714	-4.5387	6.0974	-4.1597	5.4453	-4.9178	5.7714	-4.5387	6.3825	-3.5691	6.2144	-4.3586
