# subject, condition, condition-id, source marked, avr x/m, avr y/m, avr z/m, avr yaw/rad, avr pitch/rad, avr roll/rad, std x/m, std y/m, std z/m, std yaw/rad, std pitch/rad, std roll/rad
7,0,16,1,0.1142669141292572,0.15239431858062744,0.009053760766983032,0.08461287041224444,-0.00884669326628163,1.2725469646219798,0.00029126160818204375,0.0001503710892673662,6.0778362346608806e-05,0.0006892200254270199,0.0008662714598458765,0.0015981089572266415
7,1,76,1,-0.031834810972213745,0.018845272064208985,0.009306964278221131,0.10754847845601914,-0.05182227463203918,-0.8887227903524879,0.00013391892545690755,0.00020176134186938388,4.170520096126932e-05,0.00043602858952250767,0.0007214356424739122,0.0002714039610753274
7,2,20,1,0.11374748349189759,0.15600618124008178,0.007672300934791565,0.0987041755986868,0.008259389374437178,1.4636852039733195,0.00024337129356838568,3.595309682551988e-05,5.3559256012727585e-05,0.000289520669643961,4.2005502793176534e-05,0.0001270137248255118
7,3,37,1,0.007802802324295044,0.04015483856201172,0.0035805195569992066,0.14682234584651743,-0.01975320781173353,-0.4136040333306906,0.0004716940317465199,0.0002537548132505875,6.352624067451206e-05,0.00155555206767682,0.0008245056793898506,0.00018923535379232877
7,4,32,1,0.029846656322479247,0.033942651748657224,0.005836713314056397,0.12199335286865523,-0.017191692282234,-0.1020469206524202,2.2120532431286297e-05,0.00011869156231025266,8.643076328228912e-06,8.351293573250291e-05,8.003801527451178e-05,0.0002520026063067136
7,5,69,1,-0.024941307306289674,0.01948956251144409,0.006620851159095764,0.12250934062161752,-0.02241661451521232,-0.5625373827080992,0.0001497898048543617,0.00019551514852382028,4.8625362627264957e-05,0.00023282312629432095,7.330860253220617e-05,0.00019584241299224443
7,6,24,1,0.070815509557724,0.03650203943252563,0.0047760486602783205,0.11756118834006912,-0.03149311318018633,0.06806660386299032,2.813214780693578e-05,0.0001006132060584216,3.847444777547044e-05,0.00023214283293230748,4.734571296563333e-05,0.0006379790611995771
7,7,14,1,0.1074578583240509,0.07697654962539673,0.003542184829711914,0.11599477086130108,-0.02695826120009462,0.47838496468915687,0.00019238980022952856,8.688877922364396e-05,6.426483270472266e-05,0.0006008186978836238,0.0004123935181065103,0.0006341960820480141
7,8,62,1,0.08037586808204651,0.05791939496994018,0.0006735354661941528,0.1428788709390064,-0.028059556377300905,0.1580836190997021,0.00017549932749903724,0.00010170790226491817,3.9274306101060965e-05,0.0002803723492992206,0.00028153715592407145,0.0001373969319090618
7,9,28,1,0.016925048828125,-0.0013227224349975585,0.002339792251586914,0.12273983165089677,-0.048045877263984724,-0.48092114392032803,0.00014703841248332617,0.00010406443603279646,1.0114367301428064e-05,0.00013592727399780813,0.00020839664522371052,0.00019403842382985736
7,10,3,1,0.11319907307624817,0.04929295778274536,0.0010000497102737426,0.1125472119543803,-0.03518724806043448,0.3348686049164482,4.871594529826461e-05,5.9549641264363606e-05,2.455779883814172e-05,0.00029629875990938934,0.00017907614240562035,0.00024308449905920294
7,11,5,1,0.04859280586242676,-0.0052575826644897464,0.002524307370185852,0.11101341150945931,-0.04569587360901135,-0.22386099153217098,5.364436573420369e-05,3.4219080034229826e-05,4.5128473185286695e-05,0.0005393119390432427,0.000657674434587404,0.00028404610437000394
