# Data file generated by gp_save.m
# 
12.25	-5.4371	-2.419	-0.017788
12.224	-3.0418	-1.471	-0.69493
12.145	-2.2136	-1.2354	-0.46615
12.013	-2.0216	-1.0518	-0.13504
11.829	-1.9964	-0.91509	-0.073867
11.593	-1.831	-0.77581	-0.052342
11.304	-1.5513	-0.70534	-0.24555
10.962	-1.2223	-0.62261	0.10281
10.568	-1.1793	-0.68564	0.17163
10.121	-1.2809	-0.81706	-0.064036
9.6211	-1.361	-0.91695	-0.41979
