# subject, condition, condition-id, source marked, offset, avr x/m, avr y/m, avr z/m, avr yaw/rad, avr pitch/rad, avr roll/rad, std x/m, std y/m, std z/m, std yaw/rad, std pitch/rad, std roll/rad
19,0,75,1,0,0.036849260330200195,-0.08673021793365479,-0.002366095781326294,0.11410992395537853,0.0072874308462654094,0.07015092339253316,7.131967113965591e-05,0.0003473964129050402,0.00010714707161045744,0.000139868243214368,0.000627495621002751,0.0009957309810538306
19,1,47,1,20,-0.025579118728637697,-0.026970100402832032,0.004809349775314331,-0.7301847518539806,0.027967480667619227,0.03678117620072356,1.680365198021708e-05,0.00011242182080863684,1.747994494871131e-05,0.0001807002855981218,0.00022237196665366872,0.0003421361640270595
19,2,4,1,20,-0.027731889486312868,-0.0044014215469360355,0.004696053266525268,-0.7573405159493323,0.02524246249896923,0.023349047133029703,0.00042630317301095794,9.295572888529914e-05,3.0845873594159814e-05,0.00015711812358393162,0.00033182148544073095,0.0007105575754214215
19,3,24,1,10,-0.011166036128997803,-0.0153112530708313,0.0032614529132843017,-0.5872109867905054,0.030877807902345872,0.017731230440013977,0.00029492510020101147,0.00019840891650865845,2.8806123173801313e-05,8.806267249290964e-05,0.0005605856550851372,0.000541076955241381
19,4,13,1,10,0.02464349865913391,-0.053392577171325686,-0.0017395734786987305,-0.39645619142879573,0.04835116898768944,0.03827989097691685,1.7136082440043805e-05,6.549402631867664e-05,1.3445988800927484e-05,0.000109534125704425,0.00013986698605171968,9.185144266489232e-05
19,5,67,1,-15,0.04801899790763855,-0.06604092121124268,-0.004481589794158936,-0.03499716381602863,0.04612944272675451,0.05359116177405924,5.0317452103597445e-05,0.000340716342094092,3.5335041061861796e-05,0.00023940382960812459,0.0003467980845001334,0.0006619952898948967
19,6,9,1,0,0.03223360776901245,-0.06635782718658448,-0.002097660303115845,-0.009002728071590567,0.04024620733649086,0.04670621034621508,6.562818289378978e-05,5.903784672440194e-05,7.896544725785461e-06,4.0816266582406916e-05,6.384539390451069e-05,0.00012064179553333746
19,7,56,1,-15,0.027132177352905275,-0.07001703977584839,-0.0005521237850189209,0.15521183709698388,0.038957884080745034,0.07168821432741157,0.00010287024097478941,3.868477367840404e-05,0.00012097798227022253,0.0008719785337718299,0.00048408917972058384,0.0019804909929764104
19,8,36,1,-30,0.018831169605255126,-0.06994287967681885,-0.0011676430702209472,0.43070955690110624,0.01630827201377701,0.06792697123082646,0.0003631985992978509,0.00030139292740382956,5.739152193470585e-05,0.00028839779698265486,0.00048441179876901726,0.0005720745814961848
19,9,66,1,-10,0.012054383754730225,-0.044541788101196286,-0.0002574920654296875,-0.0508123962234174,0.04951683715524417,0.02934662314120264,0.00016330608669134792,0.0003745501553974998,4.0179375653425897e-05,0.000205856374415972,0.00015684280058538298,0.0011095954309406385
19,10,71,1,5,0.0030813336372375487,-0.055446815490722653,-4.502534866333008e-05,-0.5200581018582587,0.03360449815425701,0.046343428763140584,0.00047201482161534264,0.00023296629061380706,6.925897218829929e-05,0.00048555266062639077,0.0011437452814868276,0.001225463659118306
19,11,46,1,25,0.012507766485214233,-0.048029184341430664,4.531741142272949e-05,-0.5157906852581094,0.039899161636876526,0.03575741292181088,6.659352644638932e-05,5.020845643383364e-05,4.2939039235523166e-05,0.0002829166073894612,0.000523055503969242,0.0006253441245834526
19,12,1,1,-5,0.012148606777191161,-0.040706419944763185,-0.002653658390045166,0.08052869538685754,0.028193299184504715,0.031214016806169365,6.179923742506795e-05,0.00018998010732171572,8.061451854273731e-05,0.00041193798074484696,0.00042558505928621214,0.0007697524231845058
19,13,39,1,5,0.003175872564315796,-0.04131789207458496,-0.0006015002727508545,-0.05719220279600048,0.021573990287584187,0.026809260554746285,3.0013362981691605e-05,1.224299716688088e-05,2.9067578685895547e-06,7.238758418133739e-05,6.708277161992124e-05,0.0004175129650185778
19,14,85,1,10,-0.0024048149585723876,-0.057199931144714354,0.00022723674774169922,-0.1490663695213863,0.02940297699102181,0.04774675997035044,0.00039106015333500977,0.0005315791215345431,5.668146120640512e-05,0.000139977567387512,0.000624297398534098,0.0010568804482112627
19,15,3,1,-10,0.01358303427696228,-0.04714434146881104,-0.0006095230579376221,-0.10175567608052413,0.030369287455392822,0.042321999951296596,6.879150849644753e-05,0.0002644607414175374,2.3297586156225493e-05,0.00035015069862382,0.00037827887823992085,0.00024513202460827794
19,16,57,1,30,-0.020172101259231568,0.016182339191436766,0.009299552440643311,-0.9031402208802464,0.05692061142221074,0.0023705075614951607,0.00014959968884298178,0.00026461021660411765,8.093345090092709e-06,0.0003052052123944923,0.00017543251596268875,6.912112992502826e-05
19,17,59,1,25,-0.04150165915489197,-0.03664175271987915,0.006815981864929199,-0.38010702084316955,0.022964658132480255,0.0556316829507235,9.194578983588778e-05,0.00024195742464407565,1.0817998365783035e-05,0.0003635805910955872,0.00013357098961160345,0.0005474889341595744
19,18,41,1,15,-0.02267071008682251,-0.01491091251373291,0.005829644203186035,-0.44923273520527934,0.03142504827736652,0.04198510306139242,2.3871927372965237e-05,2.069514467558786e-05,4.48469466677723e-05,0.00043851102576307504,0.0006678338739986255,0.0006200327489632501
19,19,18,1,15,-0.011833500862121583,-0.04363242387771606,0.005395835638046265,-0.581882207850196,0.05352726518333437,0.055363116242983054,5.2756271433576456e-05,0.00012236831017487898,2.307636679999357e-05,0.00021246165019407395,0.00025987694203885613,0.00028180838637115386
19,20,21,1,-15,0.04092180132865906,-0.042833352088928224,-0.002247542142868042,-0.01839654494780892,0.04892497078860839,0.0618202788412303,0.00022621506776805624,0.0002479924967298875,3.711556151522671e-05,0.0006198928433444783,0.00022985715559213407,0.0005283143068692224
19,21,16,1,30,-0.014134258031845093,0.0028505563735961915,0.00680432915687561,-0.6936482540779849,0.05538541636456386,0.05552443121445021,0.00029760326270457534,0.00028048236319006556,1.83344323318345e-05,0.0001452386843440871,0.0004955650180980663,0.00012795170309765514
