# subject, condition, condition-id, source marked, offset, avr x/m, avr y/m, avr z/m, avr yaw/rad, avr pitch/rad, avr roll/rad, std x/m, std y/m, std z/m, std yaw/rad, std pitch/rad, std roll/rad
1,0,29,1,-25,-0.04385244846343994,0.08795808553695679,-0.025301265716552734,0.4706666723565833,-7.024295873307742e-05,0.020138424368185852,0.0001108876936281119,0.00026349841582390485,0.00013722689951564521,0.0006223814004887303,0.0003854407910163348,0.0011275849653130077
1,1,36,1,-5,-0.002457726001739502,0.08661434650421143,-0.024965834617614747,-0.17265379650408358,0.009304038525732913,0.0054704321698645685,0.00011888323778606464,8.656864682926403e-05,3.142942010873971e-05,0.00023413384855485266,0.00045073342996343653,0.0002948958373110147
1,2,54,1,15,0.01737982630729675,0.117091965675354,-0.030106174945831298,-0.5408081250909125,-0.00966331670984161,-0.037463058365289334,0.00025499023423477716,4.3829519173795856e-05,1.512090778088461e-05,0.0001741605870059022,0.00025820153151699237,0.0001023808555960052
1,3,31,1,10,0.018283373117446898,0.12238707542419433,-0.03163748383522034,-0.3667191648357983,0.012994781263563756,-0.049794045720368094,0.0001235209200649983,6.943266860414358e-05,0.00012609924741380436,0.0002900469136104793,0.0005286959202286847,0.001470390230434166
1,4,1,1,-25,-0.02374846339225769,0.12458800077438355,-0.03322864174842834,0.4983680938560656,0.045838890286691206,0.013152014868180554,0.00019297933684958848,8.553532685980126e-05,5.3126643048053675e-05,0.00021785126453687447,0.000478561305090188,0.0007711079369852108
1,5,62,1,-20,-0.023802191019058228,0.11598106622695922,-0.030856484174728395,0.2684654508504673,0.013880470276173442,-0.005564380351274066,0.0001081746050274414,0.00014437753016236995,6.327290323105248e-05,0.000534407292210561,0.00019748125242604963,0.0002941422390043139
1,6,88,1,10,0.035724133253097534,0.1130483627319336,-0.031615054607391356,-0.44127508233298196,0.0431661450894129,-0.025154607453560955,3.1079444458107124e-05,9.713439183993339e-05,2.9158726248975083e-05,0.00012194988668355402,0.0001671753627357107,0.00039425981114694323
1,7,37,1,-30,-0.007511860132217408,0.11645673513412476,-0.030065298080444336,0.13637505340284845,0.025374538736220503,-0.022183123338410497,0.00018868692940674308,4.963106510248805e-05,5.8517586658265514e-05,0.0002663631903251173,0.00020410096323936558,0.0008538842793784142
1,8,18,1,-25,0.015087485313415527,0.1116937279701233,-0.030064862966537476,0.06334006004531201,0.05807458684903738,0.016790956725606106,8.105525168315351e-05,0.00020722687762080716,4.254448316631355e-05,7.801875252743258e-05,0.0001174108308783045,0.0004900868505443203
1,9,38,1,10,0.020553791522979738,0.1267675757408142,-0.03261429667472839,-0.4647987426018183,-0.005261781844994937,-0.05425911591941888,7.956051651396744e-05,5.9848198394907416e-05,2.1175584199055772e-05,0.00045540958073042484,0.000469339017728115,0.0002468819116479416
1,10,15,1,-15,-0.013539290428161621,0.14885832071304322,-0.03647028207778931,0.45447060912721665,0.07586963078655853,-0.017422772464371156,0.00021315215043028667,5.397892065897916e-05,4.818752095587133e-05,0.00036190600501638076,0.00039909035634587946,0.0005154258269766731
1,11,9,1,10,0.03269904851913452,0.11182912588119506,-0.030270445346832275,-0.08100726566602826,0.08136013725320147,-0.029315099122576932,7.124490107612471e-05,7.312539286804211e-05,6.242333863489881e-06,0.00013441097806517104,6.436937938727198e-05,0.00017826930848850516
1,12,52,1,-10,-0.006053739786148071,0.11959173679351806,-0.029716938734054565,0.3400802189135256,0.051421567637305265,0.006268568229696732,7.288033946327355e-05,0.00040123577997249436,5.079837978641343e-05,0.0006419033610318197,0.00039843274054527674,0.0006026622376502615
1,13,70,1,-20,-0.005556225776672363,0.145799458026886,-0.03454349040985107,0.32471101805357033,0.07644420610245067,-0.03708172116806309,0.00014829194088784072,5.604574385470177e-05,1.4524349473971014e-05,0.0004019432473055493,0.00014871184131165047,0.00045828129614910936
1,14,59,1,30,0.023915714025497435,0.11034601926803589,-0.030172896385192872,-0.43459790467841336,0.03893998358779292,-0.02396316709562636,0.0004994215120480966,7.312110181583207e-05,3.766485181705403e-05,0.0007994595077881163,0.0005395023630345024,0.0005151798900991664
1,15,65,1,15,-0.005591440200805664,0.10578663349151611,-0.029327207803726198,-0.16313328743359087,0.006016442783856156,-0.004523337604865477,9.613503055028033e-06,2.8671219508748154e-05,1.5780028863998395e-05,0.00040719876069728376,8.133925195025439e-05,0.0001942255992250738
1,16,57,1,20,0.0013680696487426759,0.1391762375831604,-0.03532634377479553,-0.48144458162002246,-0.04381281224222905,-0.05092462373627543,0.0002599466068941598,4.59876761973811e-05,2.8386959096129138e-05,0.00018965204353847454,0.00020205842582015355,0.0003510874417634441
1,17,53,1,30,0.051099032163619995,0.12997128963470458,-0.03761311769485474,-0.6606830447396698,0.031625906290428246,-0.055868928296933774,0.00012099585582034743,2.3182685432647634e-05,1.2955592974493337e-05,5.7602641792171045e-05,0.0001333093638996069,8.270250956974557e-05
1,18,91,1,-10,-0.023092377185821533,0.10255929231643676,-0.03165469765663147,0.26894934568315504,0.0024649311455709902,0.060241767596804864,3.8096655502783566e-05,0.00027305098969784196,1.2585956515469384e-05,0.00034351288766229076,0.00020180365178771708,0.0006402666375690052
1,19,77,1,25,0.0317306637763977,0.11139069795608521,-0.03282294273376465,-0.4209301340123508,0.05288041843276135,-0.014360357259244953,0.00015227666235854623,0.00011080924375479809,2.6743458353923912e-05,0.0001579895907043568,0.0002758019587399657,0.0002150541971307901
1,20,30,1,10,0.005236226320266724,0.10031406879425049,-0.029891037940979005,-0.09991229760260649,0.03437606003922732,0.005062318966933382,0.0003034672218796946,0.00026292565467162264,8.664407286786711e-05,0.00036318259206272316,0.00036271283105347593,0.001157394416700728
1,21,60,1,20,0.042176955938339235,0.13453495502471924,-0.03491392135620117,-0.39454087239536906,0.05352830117793642,-0.0639143846240762,0.0003702763458310544,9.573794452793129e-05,4.3792650038605005e-05,0.0002738822108151261,0.0006045898303128251,0.0004958560536809795
1,22,24,1,-15,0.001942366361618042,0.11660319566726685,-0.03132469058036804,-0.14592852941914755,0.01296151670881028,-0.00022344713745180194,0.0003749132679926346,0.0004116031248810057,0.00010532552070038609,0.0007644750858155005,0.0008957940357120891,0.0005429457945724193
1,23,71,1,-15,-0.0022593140602111816,0.11874228715896606,-0.03144042491912842,-0.006822304234298589,0.018279697415945394,-0.0014245896025467276,0.00018482701836715676,1.5224034433580716e-05,3.6179330039959494e-05,0.0007894520795488681,0.0005203937797610385,0.00028789025086803474
1,24,20,1,15,-0.00975446105003357,0.07820335626602173,5.1027536392211915e-05,-0.30744592335061294,0.017877899134162094,-0.03263133311931552,0.0003358996919162229,8.953819260930541e-05,0.00012445316074760645,0.000445368401415432,0.00047458241328440337,0.0014933121103811572
1,25,61,1,-5,-0.011006033420562744,0.08059853315353394,-0.0003226935863494873,-0.13062145899928707,0.027709705393772637,-0.02286401542961742,0.00015888103291381502,0.0002280331018039711,3.080292208911035e-05,0.00013247813729354253,0.0005333965195202565,0.0005638183088965142
1,26,81,1,-30,-0.0403827965259552,0.09156745672225952,-0.010781973600387573,0.5087914774318947,0.014702154995131961,0.028778879666238676,6.542227342254932e-05,7.56211389125809e-05,3.242886272639432e-05,0.00011815871949689628,7.191906673691073e-05,0.00028868937200870565
1,27,86,1,-30,-0.05405406355857849,0.10308468341827393,-0.014342135190963745,0.529680005689945,0.00291338467919742,-0.005262355171401047,0.00010266517270762895,3.7192572378752e-05,4.8653548273349176e-05,0.00025371851094992636,0.00026085806474731487,0.000495876132321674
1,28,32,1,15,-0.016101473569869997,0.09191532135009765,-0.011375004053115844,-0.02191881487249708,-0.0003349789296539144,-0.02326481930013829,7.561680460873088e-05,4.44700568109896e-05,2.0853815149309694e-05,0.00025902448398797655,0.00011542580577476663,0.00024669468884294026
1,29,2,1,25,-0.01308114528656006,0.10269454717636109,-0.012150287628173828,-0.38540138625440495,-0.02215807759506667,-0.042687075459366106,5.973432143648079e-05,0.00019128202433281764,5.711017725008809e-05,8.2740544216755e-05,0.00028710831228001045,0.00085042263662968
1,30,1,1,-20,-0.04233890175819397,0.09168049097061157,-0.01113550066947937,0.41457346724059774,0.004860060655386607,0.016592411111295002,0.0003868026111182545,0.00037958510732317025,7.89658793927022e-05,0.0006134858876881318,0.00029617160660117876,0.0006475864273221254
1,31,3,1,0,-0.019067418575286866,0.09266321659088135,-0.012111455202102661,-0.15440318652597948,-0.0016312522587680755,-0.022594090368175904,4.4208583009146345e-05,0.0003560088512944591,7.783462558996937e-05,0.0005577005514603126,0.00028487904331778185,0.0008098736027612627
1,32,46,1,-20,-0.06152803897857666,0.04310903549194336,-0.013038992881774902,0.4210750947748091,-0.007228706128008254,-0.007152342405450559,9.843161929773874e-05,0.0005519126006248787,0.00010557258072254961,0.0007355829025371923,0.0003363796492678106,0.0015591001602737358
1,33,16,1,-15,-0.02436034083366394,0.054503250122070315,-0.013193106651306153,0.1342112371604403,0.024644428280526792,-0.03701519657222279,0.0003367026974321134,0.0003143193767705234,0.00025711687500672565,0.002271210712888745,0.0021048080789743775,0.0027434312826339654
1,34,6,1,30,0.014499855041503907,0.05036994218826294,-0.015294677019119263,-0.6483709204255367,0.014207696084582656,-0.026354621646397132,6.287598345894726e-05,7.50581684297964e-05,1.6459182402266217e-05,0.0001719028767933419,0.00029332868310925247,0.0001712270099574762
1,35,84,1,25,0.07565805315971375,0.004764437675476074,-0.021530330181121826,-1.3045958033598315,0.05760569304706855,-0.026975800557878526,3.923640483584216e-05,0.0001223487862775581,1.313527343387792e-05,0.00011944167781776991,9.318225229972231e-05,9.301865458172427e-05
1,36,43,1,15,0.007686054706573487,-0.16183410882949828,-0.02257152199745178,-0.18775760946502446,0.05317043729613132,0.04638909923034986,0.0003585751833662463,0.00030195418642365646,7.46193642674225e-05,0.0006575784972187388,0.0012425598739095169,0.0009724354105393304
1,37,51,1,25,0.0015546977519989014,-0.11747323274612427,-0.023776745796203612,-0.23702273807771523,0.04606629795897714,-0.038416458399097526,0.00013270627743714096,0.00026300238892501397,9.234352463850508e-05,0.0006786640749076663,0.00015575204108682323,0.000892039172901614
1,38,82,1,0,-0.015663564205169678,-0.08475970029830933,-0.02503860592842102,0.1437389758083999,0.04118402310036828,0.0228532661022096,0.00022032663082168806,0.00033771584172891713,6.026482028606578e-05,0.0012808620497780415,0.0007054301223148781,0.0014516787805755453
1,39,40,1,-15,-0.02363619804382324,-0.07549364566802978,-0.02779615521430969,0.3564028062965782,0.04218621839616678,0.048512750349250115,0.00029828702599833895,0.00029290583725571364,0.00010985401371443647,0.0007225568040352329,0.0005790318157688458,0.0013059119803702532
1,40,80,1,25,0.012468832731246948,-0.07715816497802734,-0.027661705017089845,-0.3867376234807446,0.061090519135037505,-0.008572215837500325,8.818030102733107e-05,0.00048506739565506833,3.86643270797267e-05,0.000535895042930309,0.0003700033000492796,0.0007660780864746292
