# subject, condition, condition-id, source marked, offset, avr x/m, avr y/m, avr z/m, avr yaw/rad, avr pitch/rad, avr roll/rad, std x/m, std y/m, std z/m, std yaw/rad, std pitch/rad, std roll/rad
14,0,1,1,10,0.010742032527923584,-0.03215656280517578,-0.00719696581363678,-0.33519650036725773,-0.009961606449885235,0.04059658753056082,8.629507362259214e-05,9.739494965265664e-05,1.8819313320682053e-05,0.0005175829882690223,0.0003739491492783865,0.000294262288035039
14,1,42,1,25,0.01095205545425415,-0.0319369912147522,-0.0072315394878387455,-0.37505900375758794,-0.014154670425594809,0.04360672469341153,0.00025354707278473323,0.00027986630856093454,8.428682975602788e-05,0.00040509557991821643,0.0007197251918926897,0.0005463513594857788
14,2,1,1,0,-0.02635313868522644,-0.018278825283050536,-0.008397161960601807,0.3798016795260688,-0.026068755019450045,0.00628976000007907,0.00019659665199215078,6.537982270536373e-05,1.358889824206606e-05,0.0001619277727546713,0.00019626493770498636,0.00018539745419573006
14,3,17,1,25,0.008171337842941283,-0.026301193237304687,-0.007774832844734192,-0.3784623025244579,-0.02110372552235578,0.040029233227399645,3.5000779737331835e-05,0.00015294933908972582,1.8559868300528944e-05,0.00012065536636109675,0.0001644335318345265,0.0006072652898863607
14,4,1,1,20,0.004086548089981079,-0.020761322975158692,-0.00817769467830658,-0.431359545578915,-0.032504478221869165,0.039323416093784744,5.9917448424246346e-05,5.683213831109412e-05,3.4611759403095926e-05,0.00014554771312989985,0.000378407292633812,0.00018921406378968636
14,5,70,1,15,0.01202404499053955,-0.020417404174804688,-0.00831356942653656,-0.385661900802223,-0.01785146310653404,0.03215429712913697,0.00010652935913853052,0.0001012224630588568,1.9983115868090996e-05,0.00039174766024449657,0.0003861327995291987,0.00017187390883436122
14,6,35,1,30,0.007055002450942993,-0.02233865261077881,-0.008241218328475953,-0.4062603061716736,-0.025692498288820094,0.03580496416481428,5.761338253145632e-05,0.00022505442686470862,4.365531058452266e-05,0.00010207991812211559,0.00033128872019211135,0.0005222028015100222
14,7,28,1,30,0.007640635967254639,-0.01978563070297241,-0.008535218238830567,-0.3591271277457317,-0.01945681221680628,0.027240778342620488,2.6669601261719732e-05,0.0002438869665578144,4.568997379088646e-05,0.00046176561953395885,0.00031323737081220235,0.0010350076112802065
14,8,83,1,-10,-0.03632860779762268,-0.005420422554016114,-0.009120407700538635,0.3520247995450687,-0.03435787595613893,-0.02355179618988515,0.00023396441144021181,8.740565909663127e-05,2.3109630320404377e-05,0.0006966062157321377,9.235863792171771e-05,0.0003575785475202334
14,9,22,1,-5,-0.03785763382911682,1.983642578125e-05,-0.009807243943214417,0.32857911711477333,-0.03518631597018555,-0.032515913508408004,0.00013281220596303341,0.0003912647676386375,4.5832085060970994e-05,0.0006799577650066242,0.0002525946851134099,0.0004882031365722381
