# subject, condition, condition-id, source marked, offset, avr x/m, avr y/m, avr z/m, avr yaw/rad, avr pitch/rad, avr roll/rad, std x/m, std y/m, std z/m, std yaw/rad, std pitch/rad, std roll/rad
9,0,52,1,-20,-0.007642829418182373,-0.07026025652885437,-0.05101883411407471,0.2263121310029334,0.01222329590667109,-0.043319281349787644,0.000264645868859064,0.00016515863755280527,0.00013790613967044134,0.0004427277648487487,0.00022836028517844769,0.000672049371795741
9,1,74,1,25,0.15772419571876525,-0.117669278383255,-0.050115948915481566,-1.126587353320733,-0.04397445224867899,-0.09667321259738952,0.00039307349367562644,3.306937941031488e-05,2.606294387636745e-05,5.5487320632395945e-05,0.000278943801405544,0.0003747719917351171
9,2,69,1,-10,0.030807507038116456,-0.09608404040336609,-0.0460930585861206,0.014677538179083006,0.016517566388576294,-0.044749042653601606,8.604420819562143e-05,0.00015467603322509246,5.586764562640426e-05,0.00047461179175424507,0.000209483197586516,0.0005222392452080362
9,3,1,1,-20,0.008823961019515991,-0.09303865432739258,-0.04806676506996155,0.2668049131662389,0.02149892751044601,-0.037498575487737586,6.357921736877044e-05,0.0002361486232580195,3.8922446879180434e-05,0.000998996201127643,0.0001111135753910327,0.0002230457273671188
9,4,32,1,-15,0.01673756241798401,-0.09031202793121337,-0.04763671159744263,0.08178392360620837,0.020828093638301296,-0.04164113734409418,0.00014641346636361713,0.00010688477411501114,2.0274328699195672e-05,0.0003201419555395786,0.00023346159141563767,9.489398227441957e-05
9,5,20,1,5,0.04761230945587158,-0.0747978925704956,-0.051384139060974124,-0.44086904278828537,-0.012444066386747743,-0.07272098009273188,0.00025809321607691844,0.0002330902567396614,0.00011425220929714995,0.0008943139927631112,0.0012116626035984896,0.001249325169993403
9,6,86,1,15,0.0698132038116455,-0.06108774542808533,-0.05498769581317901,-0.6092356990797009,-0.037734511416882825,-0.09250528363797647,0.0001372264826966593,0.0001070615272914385,2.6628842680592237e-05,0.00031075186641053154,0.00020086795048988184,9.042379435964509e-05
9,7,1,1,-15,0.013338714838027954,-0.05842171907424927,-0.05379959642887115,0.08834465048976717,0.030103900296729567,-0.06087926501394174,0.0002070703075305105,9.066533735650224e-05,1.7065734395622443e-05,0.0009680566562202961,0.00011584325163847352,0.00046477813654552196
9,8,78,1,30,0.15154955983161927,-0.15030295848846437,-0.05339464247226715,-1.181585842034431,-0.02022136847670531,-0.10394548258625069,0.00020994368648059145,0.00010709129155642047,6.379198273375196e-05,0.00011609535606944683,0.00016302245688703672,9.530028395868804e-05
9,9,61,1,20,0.07923638224601745,-0.09401056170463562,-0.0527826726436615,-0.6446555845520509,-0.026658427063342933,-0.09753327864665791,0.00022450658227518303,4.365042500854785e-05,4.597072363225224e-05,3.0189321066116366e-05,0.0001986268394456657,7.18973994008548e-05
9,10,9,1,-10,0.03671975731849671,-0.08511981964111329,-0.051624405384063723,0.0660449824150845,0.038107202000761876,-0.059576965494647985,4.392282450601266e-05,0.00024275239693710528,0.00014803561251172483,0.0004327171076476536,0.00026381425114686336,0.0008712357714984082
9,11,1,1,0,0.04572798609733582,-0.07148364782333375,-0.0546039879322052,-0.1672433967634397,0.020907701078898354,-0.09623328415336502,4.620839504982066e-05,0.00011782782767359795,5.783387849761851e-05,0.00026450368901839185,7.719885623861189e-05,0.00014536099123587195
9,12,1,1,10,0.04878020882606506,-0.062321245670318604,-0.057880306243896486,-0.2721378082678145,0.008567177830284357,-0.11575937176015878,0.0002657860822766511,0.0001821145260155509,0.00011422417152333056,0.0015355572312145153,0.001067271414275622,0.0010130798989613865
9,13,30,1,20,0.09528620839118958,-0.04785400629043579,-0.06394997239112854,-0.6361958235783214,-0.018849730326441376,-0.1539593975001966,8.436053249647157e-05,0.0001861215653245439,7.463473846616126e-05,0.0006473092926211049,0.00016529660055065057,0.00046295240522743584
9,14,84,1,-20,0.11455783843994141,-0.03987279534339905,-0.07067276239395141,-0.855617515167477,-0.06794042726858254,-0.16915890254547217,0.0002742039554557563,0.0003814443623130882,8.823783235859778e-05,0.000713093356539608,0.00033074318354851107,0.0024099510104248676
9,15,46,1,15,0.0833080530166626,-0.020990699529647827,-0.07071545422077179,-0.6156835977017565,-0.04282501219964487,-0.18457779889213338,4.8576131160626966e-05,0.00015967934433057962,9.850478846751272e-05,0.00018339265718530603,0.0006099670217714485,0.0005990288602127483
