# Data file generated by gp_save.m
# 
-4.301	-3.931	-4.651	-6.771	-5.211	-7.562	-4.412	-1.882	-1.892	-4.862	0.31	1.82	-1.17	2.8	5.68	-3.702	-3.092	-13.742	-2.152	-4.872	-6.089	4.141	5.111	-9.569	-5.609	-8.765	-10.535	2.105	-1.315	-5.065	4.032	-4.158	-3.278	-1.618	-3.698	-3.541	2.419	-3.061	5.319	3.789	0.962	5.232	-2.248	-3.278	-0.648
13.139	15.759	7.779	12.569	12.739	15.778	11.958	12.988	13.808	13.138	12.82	15.35	12.8	14.69	16.43	15.258	9.388	5.948	12.598	21.658	14.381	27.321	7.021	7.181	-14.139	11.925	9.575	10.855	17.555	9.605	21.622	14.742	16.692	17.372	11.602	19.779	19.769	6.369	18.649	26.529	26.592	15.662	21.842	16.132	18.232
4.609	9.279	16.489	8.839	1.639	8.418	12.818	1.678	7.728	7.578	19.13	15.16	14.68	27.38	29.06	10.048	-1.232	4.808	17.358	15.418	3.201	22.831	17.611	32.411	29.991	16.605	14.755	-5.115	17.945	11.795	19.712	16.922	18.692	25.002	21.252	32.119	24.169	22.949	7.509	26.409	27.292	43.362	17.062	33.832	34.442
1.118	0.028	-1.682	-1.702	4.028	0.908	-3.542	-1.572	1.768	-1.352	-1.242	-0.942	-0.472	0.318	2.778	-6.869	-5.019	2.701	5.821	-4.739	6.054	4.824	0.414	0.944	-4.606	2.911	-0.869	-1.069	3.081	-5.059	6.285	2.215	-1.085	-1.905	-0.265	14.207	14.957	11.867	4.647	10.447	-3.531	6.789	9.739	-3.041	5.099
8.218	14.868	9.458	14.408	3.338	2.878	8.168	6.768	10.118	6.158	14.658	8.688	13.608	9.598	13.188	11.441	-8.349	15.931	-4.849	12.931	13.624	9.584	5.234	14.064	8.054	7.631	-1.099	11.511	2.471	7.511	15.055	15.435	18.995	13.755	13.825	29.197	18.217	18.527	18.627	23.687	24.789	22.679	20.059	17.709	22.019
2.598	90.508	0.928	3.368	85.538	54.078	54.698	36.768	34.248	42.298	45.508	18.138	38.808	23.388	25.858	12.751	12.111	14.171	40.651	-9.389	31.514	11.404	24.554	30.484	20.974	24.981	28.601	36.691	28.001	18.681	32.895	26.005	26.655	21.395	16.055	35.917	47.857	29.017	27.397	30.727	46.939	46.209	53.549	103.83	93.029
119.83	116.98	110.26	120.27	116.2	86.228	88.488	82.928	87.738	88.878	104.9	111.75	116.71	108.71	112.76	110.65	110.57	103.15	89.761	112.09	26.704	30.734	24.394	33.894	45.814	104.76	112.27	106.28	98.931	113.25	84.855	93.365	86.035	87.025	85.655	43.087	48.197	60.217	20.427	56.167	78.349	84.729	76.359	121.56	113.43
5.974	13.914	3.724	2.884	5.504	-1.949	0.961	-0.209	-0.189	-1.599	1.588	0.148	1.428	-0.282	0.158	4.266	5.526	-2.424	4.036	-5.764	1.627	-3.423	-2.023	-5.183	1.547	-0.8	-1.5	3.61	2.3	1.22	3.04	2.71	3.14	3.75	6.36	-0.703	7.857	7.707	9.677	-1.603	12.231	-1.759	-4.329	2.331	4.411
2.504	6.194	4.814	-0.296	18.264	20.891	7.901	19.451	21.141	13.501	14.518	12.908	7.768	25.128	13.408	3.026	12.796	10.056	11.676	6.176	5.687	-3.303	1.787	2.107	7.417	13.44	11.46	8.07	11.47	9.16	26.02	9.31	2.32	11.19	18.01	26.407	26.607	22.137	23.857	5.307	16.311	30.681	15.851	17.901	29.231
3.934	-6.246	-0.366	-0.786	-1.996	76.621	81.621	85.101	94.011	68.891	72.708	69.298	70.948	73.378	80.458	39.056	47.916	12.726	49.936	43.096	19.847	27.207	13.677	25.277	33.667	50.82	25.26	51.25	54.77	54.45	66.87	56.05	52.2	47.37	52.22	53.717	41.287	49.477	54.187	38.777	61.631	52.801	58.451	54.291	79.461
