# Data file generated by gp_save.m
# 
-2.388	-4.768	-4.248	-2.148	-3.538	-2.832	-2.902	1.068	-2.462	-8.142	0.386	0.046	-0.804	0.016	0.256	-4.087	-3.637	2.173	-3.157	4.153	-2.735	-2.905	1.125	3.865	3.285	-2.247	-4.007	-0.677	2.913	3.583	-7.664	-5.004	0.576	-4.824	-2.844	0.792	-4.388	-3.418	-5.718	2.352	0.304	-3.826	2.684	0.684	0.504	9.756	2.506	-2.404	2.436	-0.594	5.44	1.63	1.85	2.62	4.25	-0.068	-1.078	-2.648	-1.718	0.322
-6.778	-1.128	-8.408	1.952	-0.958	-4.012	1.618	-0.722	-4.822	0.998	-2.014	-4.064	0.466	-0.884	3.346	0.053	-0.557	-4.007	-1.507	-5.527	-2.845	-6.305	-0.565	-1.995	-1.655	-7.207	6.043	1.033	-1.987	-4.847	-2.184	-2.654	0.916	0.266	-7.244	2.392	-4.638	2.092	0.482	1.522	-3.296	-2.516	2.824	-4.506	-1.106	0.596	-2.534	-3.334	-0.324	-1.094	-2.29	-0.95	-3.51	-0.15	-1.78	0.112	0.902	-5.988	-1.198	-2.638
-2.258	-0.968	-0.058	4.812	-1.878	-12.412	-7.032	-2.912	3.808	-3.142	1.026	2.076	-0.674	-2.354	1.316	1.723	2.653	-2.117	-2.457	-0.847	0.555	6.905	-8.445	-5.455	-6.265	-0.427	-0.757	3.813	-8.007	2.233	1.966	4.636	1.806	11.266	12.976	-5.058	-1.978	-9.558	-2.338	3.622	5.624	0.754	-1.656	1.294	-2.916	1.346	-1.144	-0.374	1.666	0.026	3.09	1.74	7.01	1.93	4.34	2.392	0.602	5.672	3.402	2.872
-1.314	-1.704	-2.264	-4.054	0.296	-4.523	2.987	0.267	1.307	-2.923	-5.138	0.272	0.372	0.742	1.502	1.589	0.409	0.799	1.199	1.789	1.427	5.977	-2.523	-1.593	-0.073	-3.104	2.976	-0.994	0.726	2.616	3.06	2.55	6.25	2.35	8.82	-1.258	3.192	-2.678	-4.288	-2.368	-1.355	0.475	0.875	1.435	2.325	3.33	5.32	2.32	-1.01	-0.98	1.855	1.435	-0.045	-0.305	1.245	-1.04	3.72	0.78	4.06	-0.04
-5.164	-11.064	-4.754	-5.974	-4.054	-2.503	-0.563	-9.313	-3.913	-0.563	-0.018	-4.978	1.032	-2.158	-2.918	-4.091	-4.201	-4.201	-3.611	-3.801	3.457	-6.673	-2.703	-5.313	2.147	-4.684	-6.374	-9.244	-16.304	-0.164	-0.48	-0.73	0.97	-4.49	-3.59	-8.258	-10.158	-2.098	-6.408	-7.568	-2.785	-3.345	-3.485	-2.475	-2.215	-0.28	1.65	2.19	-7.28	-3.6	-0.775	-7.355	-3.615	-5.745	-5.395	-9.05	-9.56	-3.46	-3.06	-2.96
1.726	1.116	5.016	3.266	0.226	-1.973	2.097	-6.063	-3.043	-3.913	2.322	2.742	1.882	1.902	5.472	4.099	3.519	4.329	3.769	3.239	8.197	0.977	-9.373	-14.163	-11.013	3.716	-7.714	-6.324	8.166	-4.544	7.57	10.84	7.74	9.09	8.17	4.382	0.222	3.352	1.212	4.402	2.965	2.545	4.575	4.165	3.705	0.07	4.33	1.33	6.28	1.76	7.275	1.085	4.665	1.655	1.575	3.21	2.46	6.44	1.82	5.12
-1.604	-3.454	-2.964	-1.744	-2.404	-3.723	1.927	-8.773	-10.993	-8.483	0.372	-1.068	0.242	-0.508	1.652	3.249	4.699	3.399	4.649	-0.571	-2.873	-13.773	-18.963	-13.473	-12.723	-0.824	-3.334	-5.194	2.466	-3.954	4.76	-2.32	3.27	6.7	6.07	-0.668	-3.168	5.262	-3.188	0.882	0.025	0.125	2.675	2.805	2.475	3.76	-0.36	2.04	0.6	1.75	3.445	1.575	2.345	3.495	0.415	3.66	1.6	0.44	1.56	1.3
1.754	-4.396	-3.046	-0.366	-3.786	9.731	2.521	6.851	6.901	5.881	-1.455	-0.945	-0.845	0.505	-1.665	0.328	-2.062	0.508	-1.502	2.178	12.718	2.588	6.988	-0.912	3.088	-0.203	-6.483	0.497	-2.943	-2.233	-9.77	-7.18	-3.12	-5.4	2.59	2.931	-0.839	2.951	0.671	-1.059	-0.081	-3.231	-3.141	-0.431	0.479	-6.717	1.353	0.403	-4.717	-5.847	2.49	3.31	2.92	1.48	1.11	-1.379	-0.869	-3.579	-1.859	-1.969
-0.316	-1.736	4.024	2.474	4.724	-0.729	1.111	0.151	0.001	0.061	1.325	0.235	1.065	3.125	1.825	7.548	6.708	5.688	6.508	1.518	-10.372	3.748	0.698	-7.402	-8.212	0.607	4.687	-0.163	-3.913	-0.143	3.15	4.33	-0.91	3.4	0.44	0.461	3.711	-0.789	5.191	1.321	-3.151	2.219	6.159	-2.131	2.739	5.933	6.153	3.383	3.443	5.253	-0.73	2.14	-1.56	-0.17	0.62	-1.619	1.451	0.321	3.891	2.841
-3.586	-1.006	-1.936	-2.906	-1.976	-3.219	-3.799	0.161	1.721	-6.279	0.875	0.325	0.675	-0.265	1.625	3.838	-2.652	-1.332	0.078	-2.092	13.768	-0.092	2.348	2.598	-5.422	-8.323	-2.773	-5.443	-9.643	1.167	-0.53	2.12	-4.65	-5.1	-6.33	-2.069	-1.399	1.561	-1.909	-1.209	-3.451	-2.001	-4.161	2.259	-1.071	-5.167	-4.697	-6.847	-6.677	-2.957	1.46	2.53	3.31	-0.68	3.62	-4.969	-5.739	0.291	-5.799	-8.249
