# Data file generated by gp_save.m
# 
-8.068	-8.978	-13.478	-5.188	-10.518	-2.352	6.468	4.278	6.868	-2.662	-4.904	-3.944	-4.814	-0.454	-5.554	-5.297	-1.867	-5.027	0.913	-7.787	5.515	5.385	1.345	3.355	1.595	5.303	2.523	2.613	7.973	-4.267	-8.894	-4.984	-6.994	-4.014	-1.124	-1.378	-0.828	-3.798	-2.068	-5.238	-9.666	-0.916	-1.836	1.464	-7.026	-2.404	-2.164	-5.594	-4.474	-0.194	2.47	2.71	-1.97	1.58	3.73	-4.388	-3.538	-1.068	-1.698	-0.028
-0.378	5.312	3.852	7.992	3.482	0.878	6.588	8.018	-1.482	-7.672	6.336	1.806	1.726	0.716	2.626	2.523	2.413	0.383	1.133	2.933	0.665	-10.365	-0.755	-9.085	-6.105	-1.777	-0.827	-0.687	-5.567	-1.527	4.656	-3.634	6.896	3.476	-2.704	1.722	-4.268	-1.998	-4.088	-6.208	-0.276	0.424	5.634	5.444	5.444	6.346	3.846	5.436	2.026	0.606	5.89	5.42	6.1	4.25	6.57	3.672	1.642	5.862	4.152	1.322
4.392	3.232	2.622	-0.078	0.162	-4.412	-7.762	-7.002	-3.612	-5.792	1.766	-2.594	-1.064	1.006	-0.634	-0.457	-4.727	1.713	-3.617	0.923	-8.495	-9.225	-8.705	-7.335	-6.375	-12.747	3.873	3.153	6.263	-0.047	-4.664	0.806	-3.674	6.346	-1.104	-0.358	-7.008	-1.308	-4.268	-2.868	-7.786	-5.166	1.684	-6.466	-0.786	-0.024	2.806	-2.744	2.126	1.886	4.66	0.48	0.53	7.3	4.03	2.732	-0.438	3.892	-3.048	1.442
-2.204	-1.534	-0.524	-0.214	0.526	2.307	-0.383	8.877	-1.793	6.917	-1.238	-0.608	1.272	-1.088	-1.118	3.389	1.239	3.249	1.129	3.629	8.927	-4.233	-3.663	-0.913	-0.373	-9.514	-4.154	1.856	-2.294	-1.024	-2.51	2.57	0.26	-0.27	0.15	-2.628	-1.188	-1.908	0.462	-3.978	-1.525	-3.115	-3.175	-0.815	-5.095	1.29	-2.87	-0.25	-8.68	4.5	4.225	2.125	3.345	3.635	2.185	-0.11	-2.41	-2.1	-1.85	-3.15
1.096	-1.654	2.396	-2.254	-1.014	1.177	-3.433	-3.663	-0.003	0.957	-0.378	1.882	-2.138	2.642	0.632	0.209	2.439	4.829	2.039	0.759	-4.423	-2.143	-4.813	-2.703	-1.693	1.226	-0.154	3.126	8.146	6.226	0.44	5.99	-1.94	12.01	-2.94	4.612	1.662	3.182	-2.558	-0.528	0.795	-1.425	1.315	-0.325	-1.005	0.8	1.24	-1.84	0.25	6.41	1.755	0.825	2.865	-0.965	2.965	5.61	2.03	3.27	0.33	2.13
-0.944	-6.344	-3.874	-5.754	-3.424	-3.903	-4.383	-7.523	-8.283	-7.843	-2.288	0.242	-0.078	-0.768	-3.358	-2.071	-3.461	-1.971	-2.321	-2.181	-17.183	-5.383	-22.113	-19.643	1.147	-4.874	5.976	-5.394	-7.284	-2.674	1.8	0.41	-4.69	-0.49	-4.43	-5.258	-6.158	1.842	0.922	0.152	0.035	-4.755	1.025	-2.205	0.085	-3.01	-1.49	-4.31	-1.38	0.2	-2.095	3.665	0.315	1.275	4.965	-7.67	-1.84	-6.85	-4.18	-4.72
-0.404	-0.324	-5.724	-0.024	-0.604	8.777	-4.503	2.147	3.967	3.327	-1.058	0.782	-0.398	-0.578	-1.188	3.179	1.359	2.829	1.739	2.479	8.177	1.207	5.957	2.047	-2.473	-2.294	-4.744	1.946	-5.404	-0.854	4.03	3.89	2.36	5.59	3.81	-0.498	3.452	1.912	3.172	1.762	2.445	-0.495	-1.185	-2.655	-0.085	1.06	0.27	2.36	2.02	2.83	3.465	0.935	0.585	-0.345	-2.295	-1.26	-1.22	2.2	6	-1.22
1.974	0.324	0.904	-1.006	-7.076	-0.879	5.011	-1.659	1.721	2.531	1.285	0.085	2.045	-0.105	1.775	-0.312	2.458	1.978	-3.892	2.738	7.978	3.208	11.888	18.708	6.838	0.787	0.397	4.227	-4.293	1.947	1.67	-5.93	-0.62	-4.08	-1.07	-1.819	-2.349	-1.239	3.451	0.561	-0.141	-0.401	-3.251	1.159	-3.001	-0.177	-4.727	-8.807	-2.757	-4.047	1.85	1.42	2.34	2.07	1.82	-2.179	-2.659	-3.659	-4.689	-3.669
-0.126	0.194	1.674	3.324	4.414	9.251	8.631	-0.179	3.471	4.361	-0.095	1.835	0.335	4.785	0.095	4.358	5.498	2.158	5.298	2.508	-6.242	-11.282	-8.962	-1.742	-10.722	-2.493	1.707	3.827	2.377	1.007	-2.92	-2.8	-3.28	0.51	-0.81	5.371	5.641	3.051	4.231	1.371	-2.641	-6.161	-0.051	-3.951	-3.141	2.433	1.123	-3.257	-3.667	1.953	9.35	5.56	4.74	6.11	7.09	2.201	1.441	1.081	-0.369	0.821
-1.566	-1.986	0.554	-0.646	1.804	2.651	-5.469	-2.549	-3.579	-4.999	0.055	-1.915	0.825	-0.475	-1.685	1.398	1.198	0.218	-2.582	0.748	-3.602	-7.382	-2.922	-1.202	-5.022	-0.353	-3.523	-5.003	-6.823	-3.563	5.88	3.73	2.42	-3.27	2.26	0.111	-1.389	1.111	1.611	-0.159	-3.801	-1.921	2.099	2.949	-1.001	1.103	1.833	5.023	5.153	0.523	4.87	2.97	-0.21	3.32	-0.19	1.311	-2.209	-2.239	-4.779	-2.699
