# Data file generated by gp_save.m
# 
3.0192	3.6197	0.068497	-9.3721	-0.72972	-5.5501	-3.4905	3.8988	3.0217	3.0669	-1.6245	-8.6508	0.7926	-15.005	-5.5046	2.6498	4.5096	1.1906	-3.1519	-6.1579
5.5189	3.1716	-2.8924	-3.8963	-6.81	-12.091	-1.3048	1.5353	6.0245	-3.1747	6.9869	9.636	-0.25054	2.8652	-4.6716	-2.5091	12.58	2.6266	3.6469	8.0269
10.72	-1.1055	0.67202	9.3624	5.2571	15.679	-11.442	2.9568	-3.8357	-5.2878	14.086	-17.432	3.2142	6.7478	-4.9028	8.4366	9.8482	-7.7418	-1.5407	8.7034
0.9631	2.411	-2.2302	-2.3824	2.5408	-4.4681	4.0217	2.435	-8.943	3.8116	2.0984	2.6437	0.33636	1.8223	2.9949	0.51834	3.2907	2.651	-1.8515	-6.6145
0.29081	1.5819	1.2485	-6.5739	4.841	-4.1356	5.7409	0.56118	1.3214	2.2135	1.5759	2.719	-0.96931	-4.8673	8.7642	2.2726	0.50922	-5.094	3.1081	12.772
10.947	3.1627	-3.151	9.6202	5.3281	-3.4796	2.327	-2.6378	1.8993	-0.97738	2.259	2.796	1.5607	-14.824	1.2185	-0.29103	-0.046908	0.55217	-0.78422	-3.7118
15.811	0.84468	-1.64	5.8785	3.9309	3.2699	4.4304	-2.6192	-10.318	-0.056091	0.91238	1.5556	2.3259	-19.55	-15.69	6.7139	6.1927	0.6844	-0.35138	-2.2785
1.6476	2.2953	-1.4816	0.79033	-4.709	7.1374	-8.0626	5.4936	-0.83983	-0.10877	-2.0323	19.113	1.8868	10.255	6.4503	-1.5057	-1.7351	0.46182	1.7616	-0.68174
2.533	3.4437	-0.28657	-9.0293	5.7217	7.2071	-7.5897	0.0052877	2.25	-5.1124	-5.0384	-6.9311	3.3874	-6.3045	1.2293	-1.8976	1.1644	2.4504	5.283	23.078
-0.01584	-1.3395	-2.5612	-9.7394	3.2739	6.9025	-3.0997	-0.51863	3.7573	2.3959	-9.2328	-10.944	-1.548	-19.155	-2.0507	1.9307	3.4276	0.28093	-1.9366	-1.7529
