# Data file generated by gp_save.m
# 
-1.131	-2.191	-2.781	-0.861	0.019	-1.622	-3.462	-2.742	0.008	-4.872	3.36	2.84	-0.52	4.84	-0.38	-1.082	4.898	-6.942	4.058	-3.862	0.621	-1.879	-6.349	-1.319	7.291	-6.225	-0.105	-5.445	-4.185	0.575	1.842	6.402	2.462	1.182	9.012	-3.701	-0.251	2.669	1.959	2.269	-0.938	-1.178	-6.028	5.892	-2.958
-2.611	-10.341	-6.691	-4.061	-5.541	-11.652	-14.372	-13.192	-15.402	-11.542	-14.37	-11.63	-14.88	-11.41	-11.96	-9.002	2.298	-15.342	0.108	-12.602	-14.499	-3.979	-10.859	-4.669	-5.359	-10.255	-7.195	-12.155	-5.485	-11.405	-6.678	-5.018	-1.398	0.972	-5.888	-8.561	-18.811	-15.021	-12.631	-7.601	-8.108	-2.188	-15.438	-3.158	1.242
-18.681	-20.801	-23.261	-22.441	-25.511	-21.822	-23.012	-21.772	-18.382	-18.542	-13.35	-21.33	-18.28	-15.76	-20.62	-15.562	-2.432	-15.952	-6.612	-5.752	-16.199	-21.689	-22.389	-14.569	-20.239	-15.125	-17.525	-9.265	-6.435	-10.945	-0.228	0.272	-8.798	-5.078	-7.778	0.549	-13.831	-6.341	3.019	-14.781	-13.738	-14.478	-17.428	-22.768	-10.408
4.558	1.968	3.988	4.728	-3.852	2.058	-0.122	-1.682	-0.572	-1.482	2.008	4.538	0.628	2.738	2.808	-1.459	1.391	-0.249	1.501	1.981	3.364	6.774	5.914	5.914	3.894	-4.389	2.921	0.571	-0.059	-5.029	2.735	0.725	2.705	6.315	4.415	4.167	3.477	2.607	3.547	4.877	-3.761	1.279	-0.521	-1.601	2.609
-5.982	-1.702	-3.232	1.268	-1.402	-7.412	-7.152	-6.162	-4.882	-5.512	0.958	-0.942	-2.662	-6.782	-0.142	-8.509	-6.299	-1.429	-10.179	-3.129	1.354	4.074	-0.946	1.154	-1.256	-10.479	-3.769	-5.739	-3.079	-0.839	0.195	-0.915	-0.785	1.845	-2.235	-1.083	-5.983	-0.483	-1.573	3.777	0.019	1.549	-2.181	1.539	3.089
-15.842	-12.022	-9.632	-4.782	-9.192	-7.182	-6.262	-6.982	-1.982	-11.262	-8.912	-9.072	-8.152	-12.762	-11.792	-11.269	-19.619	-17.729	-18.549	-18.449	-5.316	-8.016	-11.846	-7.166	-3.826	-11.819	-16.239	-13.109	-7.569	-11.649	1.195	1.605	1.085	-3.425	-8.135	-9.333	-13.613	5.537	-3.913	-8.673	-7.301	-10.121	-0.461	-5.881	-7.961
-17.732	-22.882	-17.942	-10.032	-10.862	-9.832	-12.422	-12.582	-10.392	-8.462	-13.992	-10.232	-10.872	-15.422	-11.672	-9.899	-6.919	-16.469	-26.489	-3.219	-4.446	-7.996	-6.256	-3.906	-8.926	-11.219	-9.219	-4.149	-10.699	-8.579	-4.725	-3.275	-1.225	-1.285	-4.195	3.427	1.507	-4.833	-0.693	-2.633	-2.121	-3.541	-4.591	-5.311	-14.041
3.964	7.064	6.064	8.434	0.134	-0.919	-0.719	1.151	-2.009	1.771	0.378	4.088	4.918	7.068	-3.292	-5.194	-4.124	-5.224	0.686	4.466	-6.313	-0.643	-5.103	-9.943	-7.123	6.64	3.72	-2.66	-1.3	4.03	5.82	2.34	-1.08	-7.92	3.81	-1.383	-1.503	0.957	-6.923	3.557	-1.039	6.441	-0.569	-2.409	-4.749
-5.396	-4.226	1.914	0.744	-1.766	1.501	2.191	1.911	2.371	3.071	2.158	0.758	-1.512	4.528	-2.912	1.026	12.126	-4.014	-8.164	2.436	1.627	-0.083	-5.173	-5.383	1.757	-3.21	7.97	1.43	-2.41	-3.99	13.74	7.05	4.66	11.85	7.75	11.337	1.387	-3.533	-11.723	-1.353	1.991	4.891	3.631	0.901	-5.599
-3.826	-2.396	-1.266	-6.486	2.124	-4.399	-3.769	-2.489	-1.889	-3.219	-1.432	-3.552	0.828	-8.092	-5.482	-0.994	-5.374	-4.484	-8.534	1.726	0.427	-2.953	-3.983	-4.793	-9.283	-9.81	-4.75	-3.21	-3.28	-4.71	-6.41	-4.02	-4.26	-0.03	0.25	-1.643	-9.483	-10.513	-8.663	4.197	1.421	-1.589	-8.889	0.021	-11.099
