# Data file generated by gp_save.m
# 
0.249	-1.201	0.319	-2.501	-4.401	-1.412	4.038	1.668	1.298	-0.162	-2.07	-3.12	-1.42	-0.34	-5.51	-2.332	-2.122	4.568	-1.602	-1.012	-4.219	-3.419	-6.839	-1.929	-0.089	2.345	-7.095	-1.845	-7.535	-3.255	2.242	5.532	0.122	2.732	2.672	8.819	8.469	-1.491	-2.511	-0.351	2.012	-1.308	0.112	6.002	2.502
3.859	4.489	2.709	5.219	5.699	7.008	4.058	4.658	3.338	2.168	3.49	1.98	5.42	1.35	3.43	8.148	4.808	5.198	6.598	8.998	-2.939	5.221	3.811	3.741	1.841	3.455	-4.735	-1.295	6.045	12.295	6.752	4.122	4.662	9.862	7.862	-1.011	10.129	0.339	2.369	-0.951	2.072	-1.958	9.812	10.862	1.212
-1.321	-3.971	-5.531	-2.171	-2.911	3.798	-10.902	-4.142	-3.692	-4.062	-2.88	-0.49	-2.55	-2.63	-4.06	-11.482	-1.022	-9.062	-8.822	-2.342	-3.569	-6.659	-9.249	-8.069	-7.259	-3.115	-1.335	-1.535	-1.275	-4.085	-0.618	-2.218	3.452	4.052	2.652	0.509	-13.191	3.389	0.669	-0.951	0.582	-15.988	-8.178	-8.398	6.862
2.878	5.108	2.328	4.208	-0.322	-0.462	-1.542	-0.442	-0.062	0.218	0.308	0.718	-2.072	1.038	-2.152	2.101	-4.069	-7.539	4.831	1.021	4.174	3.514	4.254	11.604	8.274	-0.589	9.741	-3.519	-2.929	-2.509	5.905	3.015	0.745	1.065	2.695	7.217	6.977	-4.613	8.687	7.177	-0.811	-3.361	-1.391	-1.531	-5.621
10.548	6.808	7.958	13.148	5.338	-2.692	3.458	3.788	6.248	0.708	4.468	5.968	3.078	2.788	6.618	1.171	6.281	-13.839	5.211	4.421	0.474	-3.386	-1.436	1.464	-4.096	12.631	5.271	5.871	10.451	4.751	8.595	5.895	7.435	6.055	6.425	10.037	10.107	16.087	18.467	10.797	14.139	9.689	5.669	-2.651	9.599
2.178	5.318	-0.682	8.948	-0.762	-4.012	0.758	0.348	-0.402	-3.862	0.748	0.258	0.798	-4.622	0.248	-8.259	4.781	-1.129	-13.119	-2.449	-0.176	-5.006	1.264	10.044	7.604	5.011	-2.399	-1.169	2.591	-1.479	6.785	7.445	7.835	7.285	9.065	1.427	1.887	-13.163	-1.153	-1.563	4.009	5.029	-2.661	-1.611	11.249
4.828	-3.252	8.818	1.728	-14.112	1.188	-0.562	-0.592	1.438	-0.182	0.798	-0.922	-1.502	0.238	-5.402	-3.499	-9.979	0.851	0.331	-1.249	1.784	-1.916	1.924	1.514	10.784	-0.959	2.741	-5.119	-9.679	-11.059	6.885	9.155	4.655	2.825	7.015	3.367	3.087	9.577	10.127	-6.293	-0.961	-3.561	7.839	6.599	-0.271
2.194	8.484	3.964	3.694	5.554	-2.939	1.111	-1.259	0.451	1.641	-2.422	6.908	1.158	1.288	2.948	3.426	0.006	-3.604	-11.204	-0.874	-0.173	-0.713	-3.043	-0.823	-3.623	1.77	4.93	5.8	9.07	1.56	9.06	3.29	4.82	3.43	6.77	-2.663	-2.743	0.167	-0.483	-5.723	2.751	-0.149	-1.929	-2.179	-2.089
1.094	-0.666	3.234	4.694	8.324	6.861	3.961	9.071	7.811	5.921	0.178	0.288	3.348	1.338	1.778	-4.954	-2.694	-1.694	10.356	2.206	1.667	-2.653	9.977	1.037	-0.803	5.97	2.49	2.83	6.07	1.24	6.06	3.59	6.09	7.52	4.12	-6.533	7.807	-2.843	0.187	8.587	9.491	13.901	9.731	-0.109	1.421
-1.176	-0.076	8.974	-3.526	-4.096	6.671	2.201	3.431	2.181	4.161	-0.892	-1.422	-0.392	-0.762	-3.642	9.306	3.546	-3.194	-0.064	2.636	1.537	0.827	-1.983	6.027	-0.033	-2.59	-9.5	-4.99	4.44	-1.12	3.32	3.18	-0.71	0.2	3.3	-0.053	-2.443	-5.473	-4.743	0.977	-3.319	3.991	-4.789	-0.079	4.721
