# Data file generated by gp_save.m
# gt angles, std, lower conf.-interval, upper conf.-interval, individual results
41.6	3.6962	3.0876	4.606	2.5078	2.0541	3.1456	2.9762	2.7905	2.7097	1.9901	1.5505	5.7388	5.1818
34.8	2.382	1.9897	2.9682	0.93668	1.4206	1.8087	1.9147	0.97405	1.4561	2.4903	2.249	2.4219	2.2352
21.8	2.8467	2.378	3.5474	1.2477	4.0139	3.6688	2.2087	0.9226	1.3479	1.1636	0.46254	4.8919	3.4589
11.4	2.9838	2.4925	3.7182	2.2545	2.989	1.9889	1.373	1.9795	2.9454	2.4447	2.1131	4.4259	3.8912
5.7	2.9277	2.4456	3.6483	0.86071	2.9331	2.1859	1.0478	1.6046	1.2104	1.9623	0.84483	3.9106	3.3614
0	3.4618	2.8918	4.3139	0.96698	2.7109	3.8217	0.43174	0.9853	4.2261	1.6572	1.9813	7.9201	1.1597
-11.4	3.2622	2.725	4.0651	1.3042	2.3291	4.0946	1.6685	1.192	2.6037	3.2735	2.242	5.637	3.4416
-16.8	2.9608	2.4733	3.6896	0.6171	1.7802	2.3573	1.0663	0.87599	2.8352	1.8587	1.0481	8.7001	1.5872
-31.2	3.2321	2.6999	4.0276	3.8492	1.9477	2.0314	2.1259	2.8513	2.3337	4.1013	1.0342	3.3734	4.8862
-38.9	3.2273	2.6959	4.0217	1.9098	0.89748	1.5274	3.0782	1.7006	4.6574	3.5953	1.5832	3.5684	2.7961
-42.2	2.9662	2.4777	3.6962	2.209	1.9149	1.3756	2.0864	1.2849	3.0929	1.5269	1.6371	6.7696	2.7771
