# Data file generated by gp_save.m
# 
-4	-4	0	0.70711	0.70711	0
-4	-3.7241	0	0.70711	0.70711	0
-4	-3.4483	0	0.70711	0.70711	0
-4	-3.1724	0	0.70711	0.70711	0
-4	-2.8966	0	0.70711	0.70711	0
-4	-2.6207	0	0.70711	0.70711	0
-4	-2.3448	0	0.70711	0.70711	0
-4	-2.069	0	0.70711	0.70711	0
-4	-1.7931	0	0.70711	0.70711	0
-4	-1.5172	0	0.70711	0.70711	0
-4	-1.2414	0	0.70711	0.70711	0
-4	-0.96552	0	0.70711	0.70711	0
-4	-0.68966	0	0.70711	0.70711	0
-4	-0.41379	0	0.70711	0.70711	0
-4	-0.13793	0	0.70711	0.70711	0
-4	0.13793	0	0.70711	0.70711	0
-4	0.41379	0	0.70711	0.70711	0
-4	0.68966	0	0.70711	0.70711	0
-4	0.96552	0	0.70711	0.70711	0
-4	1.2414	0	0.70711	0.70711	0
-4	1.5172	0	0.70711	0.70711	0
-4	1.7931	0	0.70711	0.70711	0
-4	2.069	0	0.70711	0.70711	0
-4	2.3448	0	0.70711	0.70711	0
-4	2.6207	0	0.70711	0.70711	0
-4	2.8966	0	0.70711	0.70711	0
-4	3.1724	0	0.70711	0.70711	0
-4	3.4483	0	0.70711	0.70711	0
-4	3.7241	0	0.70711	0.70711	0
-4	4	0	0.70711	0.70711	0
-3.7241	-4	0	0.70711	0.70711	0
-3.7241	-3.7241	0	0.70711	0.70711	0
-3.7241	-3.4483	0	0.70711	0.70711	0
-3.7241	-3.1724	0	0.70711	0.70711	0
-3.7241	-2.8966	0	0.70711	0.70711	0
-3.7241	-2.6207	0	0.70711	0.70711	0
-3.7241	-2.3448	0	0.70711	0.70711	0
-3.7241	-2.069	0	0.70711	0.70711	0
-3.7241	-1.7931	0	0.70711	0.70711	0
-3.7241	-1.5172	0	0.70711	0.70711	0
-3.7241	-1.2414	0	0.70711	0.70711	0
-3.7241	-0.96552	0	0.70711	0.70711	0
-3.7241	-0.68966	0	0.70711	0.70711	0
-3.7241	-0.41379	0	0.70711	0.70711	0
-3.7241	-0.13793	0	0.70711	0.70711	0
-3.7241	0.13793	0	0.70711	0.70711	0
-3.7241	0.41379	0	0.70711	0.70711	0
-3.7241	0.68966	0	0.70711	0.70711	0
-3.7241	0.96552	0	0.70711	0.70711	0
-3.7241	1.2414	0	0.70711	0.70711	0
