# Data file generated by gp_save.m
# 
-5.463	1.1194	-5.4571	0.99601	-5.4688	1.2428
-5.0884	1.1371	-5.0825	1.0137	-5.0942	1.2605
-4.7138	1.1549	-4.708	1.0315	-4.7196	1.2783
-4.3392	1.1726	-4.3334	1.0492	-4.3451	1.296
-3.9646	1.1903	-3.9588	1.0669	-3.9705	1.3137
-3.5901	1.2081	-3.5842	1.0847	-3.5959	1.3314
-3.2155	1.2258	-3.2096	1.1024	-3.2213	1.3492
-2.8409	1.2435	-2.8351	1.1201	-2.8467	1.3669
-2.4663	1.2613	-2.4605	1.1379	-2.4722	1.3846
-2.0917	1.279	-2.0859	1.1556	-2.0976	1.4024
-1.7172	1.2967	-1.7113	1.1733	-1.723	1.4201
-1.3426	1.3145	-1.3367	1.1911	-1.3484	1.4378
-0.96799	1.3322	-0.96215	1.2088	-0.97383	1.4556
-0.59341	1.3499	-0.58757	1.2265	-0.59925	1.4733
-0.21883	1.3677	-0.21299	1.2443	-0.22467	1.491
0.15575	1.3854	0.16159	1.262	0.14991	1.5088
0.53033	1.4031	0.53617	1.2797	0.52449	1.5265
0.90491	1.4209	0.91075	1.2975	0.89907	1.5442
1.2795	1.4386	1.2853	1.3152	1.2736	1.562
1.6541	1.4563	1.6599	1.3329	1.6482	1.5797
2.0287	1.4741	2.0345	1.3507	2.0228	1.5974
2.4032	1.4918	2.4091	1.3684	2.3974	1.6152
2.7778	1.5095	2.7837	1.3861	2.772	1.6329
3.1524	1.5273	3.1582	1.4039	3.1466	1.6506
3.527	1.545	3.5328	1.4216	3.5211	1.6684
3.9016	1.5627	3.9074	1.4393	3.8957	1.6861
4.2761	1.5804	4.282	1.4571	4.2703	1.7038
4.6507	1.5982	4.6566	1.4748	4.6449	1.7216
5.0253	1.6159	5.0311	1.4925	5.0195	1.7393
5.3999	1.6336	5.4057	1.5103	5.394	1.757
5.7745	1.6514	5.7803	1.528	5.7686	1.7748
6.149	1.6691	6.1549	1.5457	6.1432	1.7925
6.5236	1.6868	6.5295	1.5635	6.5178	1.8102
4.3644	6.0183	4.5604	5.8555	4.1685	6.1811
4.1248	5.7298	4.3207	5.5671	3.9288	5.8926
3.8852	5.4414	4.0811	5.2786	3.6892	5.6042
3.6455	5.1529	3.8415	4.9902	3.4496	5.3157
3.4059	4.8645	3.6018	4.7017	3.2099	5.0273
3.1663	4.5761	3.3622	4.4133	2.9703	4.7388
2.9266	4.2876	3.1226	4.1248	2.7307	4.4504
2.687	3.9992	2.883	3.8364	2.491	4.1619
2.4474	3.7107	2.6433	3.5479	2.2514	3.8735
2.2077	3.4223	2.4037	3.2595	2.0118	3.5851
1.9681	3.1338	2.1641	2.971	1.7722	3.2966
1.7285	2.8454	1.9244	2.6826	1.5325	3.0082
1.4889	2.5569	1.6848	2.3941	1.2929	2.7197
1.2492	2.2685	1.4452	2.1057	1.0533	2.4313
1.0096	1.98	1.2055	1.8172	0.81363	2.1428
0.76996	1.6916	0.96592	1.5288	0.574	1.8544
0.53033	1.4031	0.72629	1.2403	0.33437	1.5659
0.2907	1.1147	0.48666	0.95188	0.094744	1.2775
0.05107	0.82622	0.24703	0.66343	-0.14489	0.98902
-0.18856	0.53778	0.0073956	0.37499	-0.38452	0.70057
-0.42819	0.24933	-0.23223	0.086537	-0.62415	0.41212
-0.66782	-0.03912	-0.47186	-0.20191	-0.86378	0.12367
-0.90745	-0.32757	-0.71149	-0.49036	-1.1034	-0.16478
-1.1471	-0.61602	-0.95112	-0.77881	-1.343	-0.45323
-1.3867	-0.90447	-1.1908	-1.0673	-1.5827	-0.74167
-1.6263	-1.1929	-1.4304	-1.3557	-1.8223	-1.0301
-1.866	-1.4814	-1.67	-1.6442	-2.0619	-1.3186
-2.1056	-1.7698	-1.9096	-1.9326	-2.3016	-1.607
-2.3452	-2.0583	-2.1493	-2.221	-2.5412	-1.8955
-2.5849	-2.3467	-2.3889	-2.5095	-2.7808	-2.1839
-2.8245	-2.6352	-2.6285	-2.7979	-3.0204	-2.4724
-3.0641	-2.9236	-2.8682	-3.0864	-3.2601	-2.7608
-3.3038	-3.2121	-3.1078	-3.3748	-3.4997	-3.0493
4.9871	-2.614	5.0559	-2.5377	4.9183	-2.6903
4.7085	-2.3629	4.7773	-2.2866	4.6398	-2.4392
4.43	-2.1119	4.4988	-2.0356	4.3612	-2.1882
4.1514	-1.8608	4.2202	-1.7845	4.0827	-1.9371
3.8729	-1.6097	3.9417	-1.5334	3.8041	-1.686
3.5944	-1.3587	3.6631	-1.2824	3.5256	-1.4349
3.3158	-1.1076	3.3846	-1.0313	3.247	-1.1839
3.0373	-0.85651	3.106	-0.78022	2.9685	-0.9328
2.7587	-0.60544	2.8275	-0.52915	2.6899	-0.68173
2.4802	-0.35437	2.5489	-0.27808	2.4114	-0.43066
2.2016	-0.1033	2.2704	-0.027013	2.1329	-0.17959
1.9231	0.14777	1.9918	0.22406	1.8543	0.071482
1.6445	0.39884	1.7133	0.47513	1.5758	0.32255
1.366	0.64991	1.4347	0.7262	1.2972	0.57362
1.0874	0.90098	1.1562	0.97727	1.0187	0.82469
0.80888	1.1521	0.87764	1.2283	0.74012	1.0758
0.53033	1.4031	0.59909	1.4794	0.46157	1.3268
0.25178	1.6542	0.32055	1.7305	0.18302	1.5779
-0.026765	1.9053	0.041998	1.9816	-0.095527	1.829
-0.30531	2.1563	-0.23655	2.2326	-0.37407	2.08
-0.58386	2.4074	-0.5151	2.4837	-0.65262	2.3311
-0.86241	2.6585	-0.79364	2.7348	-0.93117	2.5822
-1.141	2.9095	-1.0722	2.9858	-1.2097	2.8333
-1.4195	3.1606	-1.3507	3.2369	-1.4883	3.0843
-1.698	3.4117	-1.6293	3.488	-1.7668	3.3354
-1.9766	3.6628	-1.9078	3.739	-2.0454	3.5865
-2.2551	3.9138	-2.1864	3.9901	-2.3239	3.8375
-2.5337	4.1649	-2.4649	4.2412	-2.6025	4.0886
-2.8122	4.416	-2.7435	4.4923	-2.881	4.3397
-3.0908	4.667	-3.022	4.7433	-3.1595	4.5907
-3.3693	4.9181	-3.3006	4.9944	-3.4381	4.8418
-3.6479	5.1692	-3.5791	5.2455	-3.7166	5.0929
-3.9264	5.4202	-3.8577	5.4965	-3.9952	5.344
