# Data file generated by gp_save.m
# 
473.73	0.06773	1.5681	0.0029929	1.7663	0.07701	-0.048794	0.07701	-0.048791	0.07701	-0.048793	0.074615	-0.051187	-1.575	-2.227	-0.55615	-2.4412
479.11	0.087168	1.5759	0.0032553	1.7661	0.095392	-0.041969	0.095392	-0.041966	0.095391	-0.041969	0.094189	-0.043169	-1.5772	-2.2175	-0.54095	-2.418
484.5	0.10558	1.583	0.0035315	1.766	0.11274	-0.036088	0.11274	-0.036086	0.11274	-0.036089	0.11272	-0.036102	-1.5786	-2.2072	-0.52557	-2.3946
489.88	0.12289	1.5892	0.0038174	1.7659	0.12898	-0.031076	0.12898	-0.031074	0.12897	-0.031078	0.13014	-0.029912	-1.5793	-2.1959	-0.51004	-2.3711
495.26	0.13905	1.5948	0.0041093	1.7658	0.14405	-0.026843	0.14405	-0.026842	0.14405	-0.026845	0.14639	-0.024511	-1.5791	-2.1838	-0.49438	-2.3475
500.65	0.154	1.5998	0.0044038	1.7658	0.15792	-0.023291	0.15792	-0.023291	0.15792	-0.023293	0.16141	-0.019805	-1.5781	-2.1709	-0.47864	-2.3239
506.03	0.1677	1.6042	0.0046979	1.7658	0.17054	-0.020315	0.17054	-0.020316	0.17053	-0.020317	0.17516	-0.015691	-1.5764	-2.1571	-0.46286	-2.3003
511.41	0.18012	1.6082	0.0049892	1.7659	0.18187	-0.017811	0.18187	-0.017812	0.18187	-0.017813	0.18762	-0.012067	-1.574	-2.1426	-0.44707	-2.2767
516.8	0.19124	1.6118	0.0052756	1.7661	0.19191	-0.015671	0.19191	-0.015673	0.19191	-0.015672	0.19875	-0.0088282	-1.5709	-2.1273	-0.4313	-2.2532
522.18	0.20104	1.6152	0.0055559	1.7663	0.20063	-0.013794	0.20063	-0.013797	0.20063	-0.013795	0.20855	-0.0058754	-1.5671	-2.1112	-0.41559	-2.2297
527.56	0.20952	1.6183	0.0058289	1.7665	0.20803	-0.012085	0.20803	-0.012088	0.20803	-0.012086	0.21701	-0.0031157	-1.5626	-2.0944	-0.39997	-2.2065
532.95	0.21667	1.6213	0.006094	1.7667	0.21413	-0.010458	0.21413	-0.01046	0.21412	-0.010458	0.22412	-0.00046506	-1.5575	-2.077	-0.38449	-2.1834
538.33	0.22251	1.6243	0.0063508	1.767	0.21892	-0.0088369	0.21892	-0.0088388	0.21891	-0.008837	0.2299	0.0021489	-1.5518	-2.0589	-0.36917	-2.1606
543.71	0.22706	1.6272	0.0065989	1.7672	0.22242	-0.0071609	0.22242	-0.0071619	0.22242	-0.0071612	0.23437	0.0047858	-1.5455	-2.0401	-0.35405	-2.138
549.1	0.23033	1.6301	0.0068382	1.7675	0.22468	-0.0053824	0.22468	-0.0053823	0.22467	-0.0053832	0.23755	0.0074907	-1.5387	-2.0208	-0.33915	-2.1158
554.48	0.23237	1.6331	0.0070682	1.7676	0.22571	-0.0034688	0.22571	-0.0034678	0.22571	-0.0034707	0.23947	0.010294	-1.5313	-2.0008	-0.32453	-2.0938
559.86	0.23321	1.6361	0.0072885	1.7677	0.22557	-0.0014035	0.22557	-0.0014015	0.22556	-0.0014067	0.24018	0.01321	-1.5234	-1.9804	-0.31019	-2.0723
565.25	0.2329	1.6391	0.0074983	1.7678	0.22428	0.00081542	0.22428	0.00081811	0.22428	0.00081047	0.2397	0.016239	-1.515	-1.9594	-0.29618	-2.0512
570.63	0.23147	1.6422	0.0076969	1.7677	0.22191	0.0031748	0.22191	0.0031779	0.22191	0.0031678	0.2381	0.019365	-1.5062	-1.9379	-0.28253	-2.0305
576.01	0.229	1.6453	0.0078831	1.7675	0.21852	0.005648	0.21852	0.0056512	0.21852	0.0056386	0.23543	0.022561	-1.497	-1.916	-0.26927	-2.0103
581.4	0.22552	1.6484	0.0080557	1.7672	0.21415	0.0081961	0.21415	0.0081991	0.21415	0.0081841	0.23174	0.025785	-1.4874	-1.8937	-0.25641	-1.9907
586.78	0.22111	1.6514	0.0082134	1.7668	0.20888	0.01077	0.20888	0.010772	0.20888	0.010755	0.22709	0.028987	-1.4774	-1.871	-0.244	-1.9716
592.16	0.21583	1.6543	0.0083549	1.7662	0.20276	0.01331	0.20276	0.013311	0.20277	0.013292	0.22156	0.032106	-1.467	-1.848	-0.23205	-1.953
597.55	0.20975	1.6571	0.0084789	1.7654	0.19588	0.015752	0.19588	0.015752	0.19588	0.01573	0.2152	0.035076	-1.4564	-1.8246	-0.2206	-1.9351
602.93	0.20293	1.6596	0.0085844	1.7646	0.18829	0.018025	0.18829	0.018024	0.1883	0.017999	0.20809	0.037826	-1.4455	-1.801	-0.20966	-1.9178
