# Data file generated by gp_save.m
# 
-32	0	-31.5	0	-31	0	-30.5	0	-30	0	-29.5	0	-29	0	-28.5	0	-28	0	-27.5	0	-27	0	-26.5	0	-26	0	-25.5	0	-25	0	-24.5	0	-24	0	-23.5	0	-23	0	-22.5	0	-22	0	-21.5	0	-21	0	-20.5	0	-20	0	-19.5	0	-19	0	-18.5	0	-18	0	-17.5	0	-17	0	-16.5	0	-16	0	-15.5	0	-15	0	-14.5	0	-14	0	-13.5	0	-13	0	-12.5	0	-12	0	-11.5	0	-11	0	-10.5	0	-10	0	-9.5	0	-9	0	-8.5	0	-8	0	-7.5	0	-7	0	-6.5	0	-6	0	-5.5	0	-5	0	-4.5	0	-4	0	-3.5	0	-3	0	-2.5	0	-2	0	-1.5	0	-1	0	-0.5	0	0	0	0.5	0	1	0	1.5	0	2	0	2.5	0	3	0	3.5	0	4	0	4.5	0	5	0	5.5	0	6	0	6.5	0	7	0	7.5	0	8	0	8.5	0	9	0	9.5	0	10	0	10.5	0	11	0	11.5	0	12	0	12.5	0	13	0	13.5	0	14	0	14.5	0	15	0	15.5	0	16	0	16.5	0	17	0	17.5	0	18	0	18.5	0	19	0	19.5	0	20	0	20.5	0	21	0	21.5	0	22	0	22.5	0	23	0	23.5	0	24	0	24.5	0	25	0	25.5	0	26	0	26.5	0	27	0	27.5	0	28	0	28.5	0	29	0	29.5	0	30	0	30.5	0	31	0	31.5	0	32	0
-31.929	0.070711	-31.429	0.070711	-30.929	0.070711	-30.429	0.070711	-29.929	0.070711	-29.429	0.070711	-28.929	0.070711	-28.429	0.070711	-27.929	0.070711	-27.429	0.070711	-26.929	0.070711	-26.429	0.070711	-25.929	0.070711	-25.429	0.070711	-24.929	0.070711	-24.429	0.070711	-23.929	0.070711	-23.429	0.070711	-22.929	0.070711	-22.429	0.070711	-21.929	0.070711	-21.429	0.070711	-20.929	0.070711	-20.429	0.070711	-19.929	0.070711	-19.429	0.070711	-18.929	0.070711	-18.429	0.070711	-17.929	0.070711	-17.429	0.070711	-16.929	0.070711	-16.429	0.070711	-15.929	0.070711	-15.429	0.070711	-14.929	0.070711	-14.429	0.070711	-13.929	0.070711	-13.429	0.070711	-12.929	0.070711	-12.429	0.070711	-11.929	0.070711	-11.429	0.070711	-10.929	0.070711	-10.429	0.070711	-9.9293	0.070711	-9.4293	0.070711	-8.9293	0.070711	-8.4293	0.070711	-7.9293	0.070711	-7.4293	0.070711	-6.9293	0.070711	-6.4293	0.070711	-5.9293	0.070711	-5.4293	0.070711	-4.9293	0.070711	-4.4293	0.070711	-3.9293	0.070711	-3.4293	0.070711	-2.9293	0.070711	-2.4293	0.070711	-1.9293	0.070711	-1.4293	0.070711	-0.92929	0.070711	-0.42929	0.070711	0.070711	0.070711	0.57071	0.070711	1.0707	0.070711	1.5707	0.070711	2.0707	0.070711	2.5707	0.070711	3.0707	0.070711	3.5707	0.070711	4.0707	0.070711	4.5707	0.070711	5.0707	0.070711	5.5707	0.070711	6.0707	0.070711	6.5707	0.070711	7.0707	0.070711	7.5707	0.070711	8.0707	0.070711	8.5707	0.070711	9.0707	0.070711	9.5707	0.070711	10.071	0.070711	10.571	0.070711	11.071	0.070711	11.571	0.070711	12.071	0.070711	12.571	0.070711	13.071	0.070711	13.571	0.070711	14.071	0.070711	14.571	0.070711	15.071	0.070711	15.571	0.070711	16.071	0.070711	16.571	0.070711	17.071	0.070711	17.571	0.070711	18.071	0.070711	18.571	0.070711	19.071	0.070711	19.571	0.070711	20.071	0.070711	20.571	0.070711	21.071	0.070711	21.571	0.070711	22.071	0.070711	22.571	0.070711	23.071	0.070711	23.571	0.070711	24.071	0.070711	24.571	0.070711	25.071	0.070711	25.571	0.070711	26.071	0.070711	26.571	0.070711	27.071	0.070711	27.571	0.070711	28.071	0.070711	28.571	0.070711	29.071	0.070711	29.571	0.070711	30.071	0.070711	30.571	0.070711	31.071	0.070711	31.571	0.070711	32.071	0.070711
-31.859	0.14142	-31.359	0.14142	-30.859	0.14142	-30.359	0.14142	-29.859	0.14142	-29.359	0.14142	-28.859	0.14142	-28.359	0.14142	-27.859	0.14142	-27.359	0.14142	-26.859	0.14142	-26.359	0.14142	-25.859	0.14142	-25.359	0.14142	-24.859	0.14142	-24.359	0.14142	-23.859	0.14142	-23.359	0.14142	-22.859	0.14142	-22.359	0.14142	-21.859	0.14142	-21.359	0.14142	-20.859	0.14142	-20.359	0.14142	-19.859	0.14142	-19.359	0.14142	-18.859	0.14142	-18.359	0.14142	-17.859	0.14142	-17.359	0.14142	-16.859	0.14142	-16.359	0.14142	-15.859	0.14142	-15.359	0.14142	-14.859	0.14142	-14.359	0.14142	-13.859	0.14142	-13.359	0.14142	-12.859	0.14142	-12.359	0.14142	-11.859	0.14142	-11.359	0.14142	-10.859	0.14142	-10.359	0.14142	-9.8586	0.14142	-9.3586	0.14142	-8.8586	0.14142	-8.3586	0.14142	-7.8586	0.14142	-7.3586	0.14142	-6.8586	0.14142	-6.3586	0.14142	-5.8586	0.14142	-5.3586	0.14142	-4.8586	0.14142	-4.3586	0.14142	-3.8586	0.14142	-3.3586	0.14142	-2.8586	0.14142	-2.3586	0.14142	-1.8586	0.14142	-1.3586	0.14142	-0.85858	0.14142	-0.35858	0.14142	0.14142	0.14142	0.64142	0.14142	1.1414	0.14142	1.6414	0.14142	2.1414	0.14142	2.6414	0.14142	3.1414	0.14142	3.6414	0.14142	4.1414	0.14142	4.6414	0.14142	5.1414	0.14142	5.6414	0.14142	6.1414	0.14142	6.6414	0.14142	7.1414	0.14142	7.6414	0.14142	8.1414	0.14142	8.6414	0.14142	9.1414	0.14142	9.6414	0.14142	10.141	0.14142	10.641	0.14142	11.141	0.14142	11.641	0.14142	12.141	0.14142	12.641	0.14142	13.141	0.14142	13.641	0.14142	14.141	0.14142	14.641	0.14142	15.141	0.14142	15.641	0.14142	16.141	0.14142	16.641	0.14142	17.141	0.14142	17.641	0.14142	18.141	0.14142	18.641	0.14142	19.141	0.14142	19.641	0.14142	20.141	0.14142	20.641	0.14142	21.141	0.14142	21.641	0.14142	22.141	0.14142	22.641	0.14142	23.141	0.14142	23.641	0.14142	24.141	0.14142	24.641	0.14142	25.141	0.14142	25.641	0.14142	26.141	0.14142	26.641	0.14142	27.141	0.14142	27.641	0.14142	28.141	0.14142	28.641	0.14142	29.141	0.14142	29.641	0.14142	30.141	0.14142	30.641	0.14142	31.141	0.14142	31.641	0.14142	32.141	0.14142
-31.788	0.21213	-31.288	0.21213	-30.788	0.21213	-30.288	0.21213	-29.788	0.21213	-29.288	0.21213	-28.788	0.21213	-28.288	0.21213	-27.788	0.21213	-27.288	0.21213	-26.788	0.21213	-26.288	0.21213	-25.788	0.21213	-25.288	0.21213	-24.788	0.21213	-24.288	0.21213	-23.788	0.21213	-23.288	0.21213	-22.788	0.21213	-22.288	0.21213	-21.788	0.21213	-21.288	0.21213	-20.788	0.21213	-20.288	0.21213	-19.788	0.21213	-19.288	0.21213	-18.788	0.21213	-18.288	0.21213	-17.788	0.21213	-17.288	0.21213	-16.788	0.21213	-16.288	0.21213	-15.788	0.21213	-15.288	0.21213	-14.788	0.21213	-14.288	0.21213	-13.788	0.21213	-13.288	0.21213	-12.788	0.21213	-12.288	0.21213	-11.788	0.21213	-11.288	0.21213	-10.788	0.21213	-10.288	0.21213	-9.7879	0.21213	-9.2879	0.21213	-8.7879	0.21213	-8.2879	0.21213	-7.7879	0.21213	-7.2879	0.21213	-6.7879	0.21213	-6.2879	0.21213	-5.7879	0.21213	-5.2879	0.21213	-4.7879	0.21213	-4.2879	0.21213	-3.7879	0.21213	-3.2879	0.21213	-2.7879	0.21213	-2.2879	0.21213	-1.7879	0.21213	-1.2879	0.21213	-0.78787	0.21213	-0.28787	0.21213	0.21213	0.21213	0.71213	0.21213	1.2121	0.21213	1.7121	0.21213	2.2121	0.21213	2.7121	0.21213	3.2121	0.21213	3.7121	0.21213	4.2121	0.21213	4.7121	0.21213	5.2121	0.21213	5.7121	0.21213	6.2121	0.21213	6.7121	0.21213	7.2121	0.21213	7.7121	0.21213	8.2121	0.21213	8.7121	0.21213	9.2121	0.21213	9.7121	0.21213	10.212	0.21213	10.712	0.21213	11.212	0.21213	11.712	0.21213	12.212	0.21213	12.712	0.21213	13.212	0.21213	13.712	0.21213	14.212	0.21213	14.712	0.21213	15.212	0.21213	15.712	0.21213	16.212	0.21213	16.712	0.21213	17.212	0.21213	17.712	0.21213	18.212	0.21213	18.712	0.21213	19.212	0.21213	19.712	0.21213	20.212	0.21213	20.712	0.21213	21.212	0.21213	21.712	0.21213	22.212	0.21213	22.712	0.21213	23.212	0.21213	23.712	0.21213	24.212	0.21213	24.712	0.21213	25.212	0.21213	25.712	0.21213	26.212	0.21213	26.712	0.21213	27.212	0.21213	27.712	0.21213	28.212	0.21213	28.712	0.21213	29.212	0.21213	29.712	0.21213	30.212	0.21213	30.712	0.21213	31.212	0.21213	31.712	0.21213	32.212	0.21213
-31.717	0.28284	-31.217	0.28284	-30.717	0.28284	-30.217	0.28284	-29.717	0.28284	-29.217	0.28284	-28.717	0.28284	-28.217	0.28284	-27.717	0.28284	-27.217	0.28284	-26.717	0.28284	-26.217	0.28284	-25.717	0.28284	-25.217	0.28284	-24.717	0.28284	-24.217	0.28284	-23.717	0.28284	-23.217	0.28284	-22.717	0.28284	-22.217	0.28284	-21.717	0.28284	-21.217	0.28284	-20.717	0.28284	-20.217	0.28284	-19.717	0.28284	-19.217	0.28284	-18.717	0.28284	-18.217	0.28284	-17.717	0.28284	-17.217	0.28284	-16.717	0.28284	-16.217	0.28284	-15.717	0.28284	-15.217	0.28284	-14.717	0.28284	-14.217	0.28284	-13.717	0.28284	-13.217	0.28284	-12.717	0.28284	-12.217	0.28284	-11.717	0.28284	-11.217	0.28284	-10.717	0.28284	-10.217	0.28284	-9.7172	0.28284	-9.2172	0.28284	-8.7172	0.28284	-8.2172	0.28284	-7.7172	0.28284	-7.2172	0.28284	-6.7172	0.28284	-6.2172	0.28284	-5.7172	0.28284	-5.2172	0.28284	-4.7172	0.28284	-4.2172	0.28284	-3.7172	0.28284	-3.2172	0.28284	-2.7172	0.28284	-2.2172	0.28284	-1.7172	0.28284	-1.2172	0.28284	-0.71716	0.28284	-0.21716	0.28284	0.28284	0.28284	0.78284	0.28284	1.2828	0.28284	1.7828	0.28284	2.2828	0.28284	2.7828	0.28284	3.2828	0.28284	3.7828	0.28284	4.2828	0.28284	4.7828	0.28284	5.2828	0.28284	5.7828	0.28284	6.2828	0.28284	6.7828	0.28284	7.2828	0.28284	7.7828	0.28284	8.2828	0.28284	8.7828	0.28284	9.2828	0.28284	9.7828	0.28284	10.283	0.28284	10.783	0.28284	11.283	0.28284	11.783	0.28284	12.283	0.28284	12.783	0.28284	13.283	0.28284	13.783	0.28284	14.283	0.28284	14.783	0.28284	15.283	0.28284	15.783	0.28284	16.283	0.28284	16.783	0.28284	17.283	0.28284	17.783	0.28284	18.283	0.28284	18.783	0.28284	19.283	0.28284	19.783	0.28284	20.283	0.28284	20.783	0.28284	21.283	0.28284	21.783	0.28284	22.283	0.28284	22.783	0.28284	23.283	0.28284	23.783	0.28284	24.283	0.28284	24.783	0.28284	25.283	0.28284	25.783	0.28284	26.283	0.28284	26.783	0.28284	27.283	0.28284	27.783	0.28284	28.283	0.28284	28.783	0.28284	29.283	0.28284	29.783	0.28284	30.283	0.28284	30.783	0.28284	31.283	0.28284	31.783	0.28284	32.283	0.28284
-31.646	0.35355	-31.146	0.35355	-30.646	0.35355	-30.146	0.35355	-29.646	0.35355	-29.146	0.35355	-28.646	0.35355	-28.146	0.35355	-27.646	0.35355	-27.146	0.35355	-26.646	0.35355	-26.146	0.35355	-25.646	0.35355	-25.146	0.35355	-24.646	0.35355	-24.146	0.35355	-23.646	0.35355	-23.146	0.35355	-22.646	0.35355	-22.146	0.35355	-21.646	0.35355	-21.146	0.35355	-20.646	0.35355	-20.146	0.35355	-19.646	0.35355	-19.146	0.35355	-18.646	0.35355	-18.146	0.35355	-17.646	0.35355	-17.146	0.35355	-16.646	0.35355	-16.146	0.35355	-15.646	0.35355	-15.146	0.35355	-14.646	0.35355	-14.146	0.35355	-13.646	0.35355	-13.146	0.35355	-12.646	0.35355	-12.146	0.35355	-11.646	0.35355	-11.146	0.35355	-10.646	0.35355	-10.146	0.35355	-9.6464	0.35355	-9.1464	0.35355	-8.6464	0.35355	-8.1464	0.35355	-7.6464	0.35355	-7.1464	0.35355	-6.6464	0.35355	-6.1464	0.35355	-5.6464	0.35355	-5.1464	0.35355	-4.6464	0.35355	-4.1464	0.35355	-3.6464	0.35355	-3.1464	0.35355	-2.6464	0.35355	-2.1464	0.35355	-1.6464	0.35355	-1.1464	0.35355	-0.64645	0.35355	-0.14645	0.35355	0.35355	0.35355	0.85355	0.35355	1.3536	0.35355	1.8536	0.35355	2.3536	0.35355	2.8536	0.35355	3.3536	0.35355	3.8536	0.35355	4.3536	0.35355	4.8536	0.35355	5.3536	0.35355	5.8536	0.35355	6.3536	0.35355	6.8536	0.35355	7.3536	0.35355	7.8536	0.35355	8.3536	0.35355	8.8536	0.35355	9.3536	0.35355	9.8536	0.35355	10.354	0.35355	10.854	0.35355	11.354	0.35355	11.854	0.35355	12.354	0.35355	12.854	0.35355	13.354	0.35355	13.854	0.35355	14.354	0.35355	14.854	0.35355	15.354	0.35355	15.854	0.35355	16.354	0.35355	16.854	0.35355	17.354	0.35355	17.854	0.35355	18.354	0.35355	18.854	0.35355	19.354	0.35355	19.854	0.35355	20.354	0.35355	20.854	0.35355	21.354	0.35355	21.854	0.35355	22.354	0.35355	22.854	0.35355	23.354	0.35355	23.854	0.35355	24.354	0.35355	24.854	0.35355	25.354	0.35355	25.854	0.35355	26.354	0.35355	26.854	0.35355	27.354	0.35355	27.854	0.35355	28.354	0.35355	28.854	0.35355	29.354	0.35355	29.854	0.35355	30.354	0.35355	30.854	0.35355	31.354	0.35355	31.854	0.35355	32.354	0.35355
-31.576	0.42426	-31.076	0.42426	-30.576	0.42426	-30.076	0.42426	-29.576	0.42426	-29.076	0.42426	-28.576	0.42426	-28.076	0.42426	-27.576	0.42426	-27.076	0.42426	-26.576	0.42426	-26.076	0.42426	-25.576	0.42426	-25.076	0.42426	-24.576	0.42426	-24.076	0.42426	-23.576	0.42426	-23.076	0.42426	-22.576	0.42426	-22.076	0.42426	-21.576	0.42426	-21.076	0.42426	-20.576	0.42426	-20.076	0.42426	-19.576	0.42426	-19.076	0.42426	-18.576	0.42426	-18.076	0.42426	-17.576	0.42426	-17.076	0.42426	-16.576	0.42426	-16.076	0.42426	-15.576	0.42426	-15.076	0.42426	-14.576	0.42426	-14.076	0.42426	-13.576	0.42426	-13.076	0.42426	-12.576	0.42426	-12.076	0.42426	-11.576	0.42426	-11.076	0.42426	-10.576	0.42426	-10.076	0.42426	-9.5757	0.42426	-9.0757	0.42426	-8.5757	0.42426	-8.0757	0.42426	-7.5757	0.42426	-7.0757	0.42426	-6.5757	0.42426	-6.0757	0.42426	-5.5757	0.42426	-5.0757	0.42426	-4.5757	0.42426	-4.0757	0.42426	-3.5757	0.42426	-3.0757	0.42426	-2.5757	0.42426	-2.0757	0.42426	-1.5757	0.42426	-1.0757	0.42426	-0.57574	0.42426	-0.075736	0.42426	0.42426	0.42426	0.92426	0.42426	1.4243	0.42426	1.9243	0.42426	2.4243	0.42426	2.9243	0.42426	3.4243	0.42426	3.9243	0.42426	4.4243	0.42426	4.9243	0.42426	5.4243	0.42426	5.9243	0.42426	6.4243	0.42426	6.9243	0.42426	7.4243	0.42426	7.9243	0.42426	8.4243	0.42426	8.9243	0.42426	9.4243	0.42426	9.9243	0.42426	10.424	0.42426	10.924	0.42426	11.424	0.42426	11.924	0.42426	12.424	0.42426	12.924	0.42426	13.424	0.42426	13.924	0.42426	14.424	0.42426	14.924	0.42426	15.424	0.42426	15.924	0.42426	16.424	0.42426	16.924	0.42426	17.424	0.42426	17.924	0.42426	18.424	0.42426	18.924	0.42426	19.424	0.42426	19.924	0.42426	20.424	0.42426	20.924	0.42426	21.424	0.42426	21.924	0.42426	22.424	0.42426	22.924	0.42426	23.424	0.42426	23.924	0.42426	24.424	0.42426	24.924	0.42426	25.424	0.42426	25.924	0.42426	26.424	0.42426	26.924	0.42426	27.424	0.42426	27.924	0.42426	28.424	0.42426	28.924	0.42426	29.424	0.42426	29.924	0.42426	30.424	0.42426	30.924	0.42426	31.424	0.42426	31.924	0.42426	32.424	0.42426
-31.505	0.49497	-31.005	0.49497	-30.505	0.49497	-30.005	0.49497	-29.505	0.49497	-29.005	0.49497	-28.505	0.49497	-28.005	0.49497	-27.505	0.49497	-27.005	0.49497	-26.505	0.49497	-26.005	0.49497	-25.505	0.49497	-25.005	0.49497	-24.505	0.49497	-24.005	0.49497	-23.505	0.49497	-23.005	0.49497	-22.505	0.49497	-22.005	0.49497	-21.505	0.49497	-21.005	0.49497	-20.505	0.49497	-20.005	0.49497	-19.505	0.49497	-19.005	0.49497	-18.505	0.49497	-18.005	0.49497	-17.505	0.49497	-17.005	0.49497	-16.505	0.49497	-16.005	0.49497	-15.505	0.49497	-15.005	0.49497	-14.505	0.49497	-14.005	0.49497	-13.505	0.49497	-13.005	0.49497	-12.505	0.49497	-12.005	0.49497	-11.505	0.49497	-11.005	0.49497	-10.505	0.49497	-10.005	0.49497	-9.505	0.49497	-9.005	0.49497	-8.505	0.49497	-8.005	0.49497	-7.505	0.49497	-7.005	0.49497	-6.505	0.49497	-6.005	0.49497	-5.505	0.49497	-5.005	0.49497	-4.505	0.49497	-4.005	0.49497	-3.505	0.49497	-3.005	0.49497	-2.505	0.49497	-2.005	0.49497	-1.505	0.49497	-1.005	0.49497	-0.50503	0.49497	-0.0050253	0.49497	0.49497	0.49497	0.99497	0.49497	1.495	0.49497	1.995	0.49497	2.495	0.49497	2.995	0.49497	3.495	0.49497	3.995	0.49497	4.495	0.49497	4.995	0.49497	5.495	0.49497	5.995	0.49497	6.495	0.49497	6.995	0.49497	7.495	0.49497	7.995	0.49497	8.495	0.49497	8.995	0.49497	9.495	0.49497	9.995	0.49497	10.495	0.49497	10.995	0.49497	11.495	0.49497	11.995	0.49497	12.495	0.49497	12.995	0.49497	13.495	0.49497	13.995	0.49497	14.495	0.49497	14.995	0.49497	15.495	0.49497	15.995	0.49497	16.495	0.49497	16.995	0.49497	17.495	0.49497	17.995	0.49497	18.495	0.49497	18.995	0.49497	19.495	0.49497	19.995	0.49497	20.495	0.49497	20.995	0.49497	21.495	0.49497	21.995	0.49497	22.495	0.49497	22.995	0.49497	23.495	0.49497	23.995	0.49497	24.495	0.49497	24.995	0.49497	25.495	0.49497	25.995	0.49497	26.495	0.49497	26.995	0.49497	27.495	0.49497	27.995	0.49497	28.495	0.49497	28.995	0.49497	29.495	0.49497	29.995	0.49497	30.495	0.49497	30.995	0.49497	31.495	0.49497	31.995	0.49497	32.495	0.49497
-31.434	0.56569	-30.934	0.56569	-30.434	0.56569	-29.934	0.56569	-29.434	0.56569	-28.934	0.56569	-28.434	0.56569	-27.934	0.56569	-27.434	0.56569	-26.934	0.56569	-26.434	0.56569	-25.934	0.56569	-25.434	0.56569	-24.934	0.56569	-24.434	0.56569	-23.934	0.56569	-23.434	0.56569	-22.934	0.56569	-22.434	0.56569	-21.934	0.56569	-21.434	0.56569	-20.934	0.56569	-20.434	0.56569	-19.934	0.56569	-19.434	0.56569	-18.934	0.56569	-18.434	0.56569	-17.934	0.56569	-17.434	0.56569	-16.934	0.56569	-16.434	0.56569	-15.934	0.56569	-15.434	0.56569	-14.934	0.56569	-14.434	0.56569	-13.934	0.56569	-13.434	0.56569	-12.934	0.56569	-12.434	0.56569	-11.934	0.56569	-11.434	0.56569	-10.934	0.56569	-10.434	0.56569	-9.9343	0.56569	-9.4343	0.56569	-8.9343	0.56569	-8.4343	0.56569	-7.9343	0.56569	-7.4343	0.56569	-6.9343	0.56569	-6.4343	0.56569	-5.9343	0.56569	-5.4343	0.56569	-4.9343	0.56569	-4.4343	0.56569	-3.9343	0.56569	-3.4343	0.56569	-2.9343	0.56569	-2.4343	0.56569	-1.9343	0.56569	-1.4343	0.56569	-0.93431	0.56569	-0.43431	0.56569	0.065685	0.56569	0.56569	0.56569	1.0657	0.56569	1.5657	0.56569	2.0657	0.56569	2.5657	0.56569	3.0657	0.56569	3.5657	0.56569	4.0657	0.56569	4.5657	0.56569	5.0657	0.56569	5.5657	0.56569	6.0657	0.56569	6.5657	0.56569	7.0657	0.56569	7.5657	0.56569	8.0657	0.56569	8.5657	0.56569	9.0657	0.56569	9.5657	0.56569	10.066	0.56569	10.566	0.56569	11.066	0.56569	11.566	0.56569	12.066	0.56569	12.566	0.56569	13.066	0.56569	13.566	0.56569	14.066	0.56569	14.566	0.56569	15.066	0.56569	15.566	0.56569	16.066	0.56569	16.566	0.56569	17.066	0.56569	17.566	0.56569	18.066	0.56569	18.566	0.56569	19.066	0.56569	19.566	0.56569	20.066	0.56569	20.566	0.56569	21.066	0.56569	21.566	0.56569	22.066	0.56569	22.566	0.56569	23.066	0.56569	23.566	0.56569	24.066	0.56569	24.566	0.56569	25.066	0.56569	25.566	0.56569	26.066	0.56569	26.566	0.56569	27.066	0.56569	27.566	0.56569	28.066	0.56569	28.566	0.56569	29.066	0.56569	29.566	0.56569	30.066	0.56569	30.566	0.56569	31.066	0.56569	31.566	0.56569	32.066	0.56569	32.566	0.56569
-31.364	0.6364	-30.864	0.6364	-30.364	0.6364	-29.864	0.6364	-29.364	0.6364	-28.864	0.6364	-28.364	0.6364	-27.864	0.6364	-27.364	0.6364	-26.864	0.6364	-26.364	0.6364	-25.864	0.6364	-25.364	0.6364	-24.864	0.6364	-24.364	0.6364	-23.864	0.6364	-23.364	0.6364	-22.864	0.6364	-22.364	0.6364	-21.864	0.6364	-21.364	0.6364	-20.864	0.6364	-20.364	0.6364	-19.864	0.6364	-19.364	0.6364	-18.864	0.6364	-18.364	0.6364	-17.864	0.6364	-17.364	0.6364	-16.864	0.6364	-16.364	0.6364	-15.864	0.6364	-15.364	0.6364	-14.864	0.6364	-14.364	0.6364	-13.864	0.6364	-13.364	0.6364	-12.864	0.6364	-12.364	0.6364	-11.864	0.6364	-11.364	0.6364	-10.864	0.6364	-10.364	0.6364	-9.8636	0.6364	-9.3636	0.6364	-8.8636	0.6364	-8.3636	0.6364	-7.8636	0.6364	-7.3636	0.6364	-6.8636	0.6364	-6.3636	0.6364	-5.8636	0.6364	-5.3636	0.6364	-4.8636	0.6364	-4.3636	0.6364	-3.8636	0.6364	-3.3636	0.6364	-2.8636	0.6364	-2.3636	0.6364	-1.8636	0.6364	-1.3636	0.6364	-0.8636	0.6364	-0.3636	0.6364	0.1364	0.6364	0.6364	0.6364	1.1364	0.6364	1.6364	0.6364	2.1364	0.6364	2.6364	0.6364	3.1364	0.6364	3.6364	0.6364	4.1364	0.6364	4.6364	0.6364	5.1364	0.6364	5.6364	0.6364	6.1364	0.6364	6.6364	0.6364	7.1364	0.6364	7.6364	0.6364	8.1364	0.6364	8.6364	0.6364	9.1364	0.6364	9.6364	0.6364	10.136	0.6364	10.636	0.6364	11.136	0.6364	11.636	0.6364	12.136	0.6364	12.636	0.6364	13.136	0.6364	13.636	0.6364	14.136	0.6364	14.636	0.6364	15.136	0.6364	15.636	0.6364	16.136	0.6364	16.636	0.6364	17.136	0.6364	17.636	0.6364	18.136	0.6364	18.636	0.6364	19.136	0.6364	19.636	0.6364	20.136	0.6364	20.636	0.6364	21.136	0.6364	21.636	0.6364	22.136	0.6364	22.636	0.6364	23.136	0.6364	23.636	0.6364	24.136	0.6364	24.636	0.6364	25.136	0.6364	25.636	0.6364	26.136	0.6364	26.636	0.6364	27.136	0.6364	27.636	0.6364	28.136	0.6364	28.636	0.6364	29.136	0.6364	29.636	0.6364	30.136	0.6364	30.636	0.6364	31.136	0.6364	31.636	0.6364	32.136	0.6364	32.636	0.6364
